"HsOrtho"	"MsOrtho"	"Homology_Score"
"SDK1"	"Sdk1"	73.83653
"SDK2"	"Sdk2"	74.41113
"SDR16C5"	"Sdr16c5"	76.549484
"SDR39U1"	"Sdr39u1"	72.95166
"SDR42E1"	"Sdr42e1"	72.854225
"SDR9C7"	"Sdr9c7"	78.16691
"SDSL"	"Sdsl"	73.31907
"SEBOX"	"Sebox"	74.90516
"SEC11A"	"Sec11a"	72.457016
"SEC11C"	"Sec11c"	76.52186
"SEC13"	"Sec13"	71.71149
"SEC14L1"	"Sec14l1"	73.740234
"SEC14L2"	"Sec14l2"	77.47895
"SEC14L3"	"Sec14l3"	82.09358
"SEC14L4"	"Sec14l4"	83.629135
"SEC14L5"	"Sec14l5"	74.454185
"SEC16A"	"Sec16a"	72.82055
"SEC16B"	"Sec16b"	74.847336
"SEC22A"	"Sec22a"	72.85458
"SEC22B"	"Sec22b"	74.62919
"SEC22C"	"Sec22c"	73.75855
"SEC23A"	"Sec23a"	73.26123
"SEC23B"	"Sec23b"	73.936455
"SEC23IP"	"Sec23ip"	74.90516
"SEC24A"	"Sec24a"	73.021484
"SEC24B"	"Sec24b"	73.779434
"SEC24C"	"Sec24c"	73.057396
"SEC24D"	"Sec24d"	72.78957
"SEC31A"	"Sec31a"	73.29606
"SEC31B"	"Sec31b"	73.37331
"SEC61A1"	"Sec61a1"	73.08235
"SEC61A2"	"Sec61a2"	74.415436
"SEC61B"	"Sec61b"	73.738266
"SEC61G"	"Sec61g"	72.990715
"SEC62"	"Sec62"	72.05799
"SEC63"	"Sec63"	72.62215
"SECISBP2"	"Secisbp2"	73.942795
"SECISBP2L"	"Secisbp2l"	72.48592
"SEH1L"	"Seh1l"	72.854225
"SEL1L"	"Sel1l"	72.68755
"SEL1L2"	"Sel1l2"	78.193306
"SEL1L3"	"Sel1l3"	74.79579
"SELE"	"Sele"	74.454094
"SELENBP1"	"Selenbp1"	74.27491
"SELENOF"	"Selenof"	72.72815
"SELENOH"	"Selenoh"	73.859436
"SELENOI"	"Selenoi"	72.78598
"SELENOK"	"Selenok"	72.51859
"SELENOM"	"Selenom"	72.854225
"SELENON"	"Selenon"	72.9715
"SELENOO"	"Selenoo"	75.05215
"SELENOP"	"Selenop"	75.5958
"SELENOS"	"Selenos"	72.72168
"SELENOT"	"Selenot"	75.002235
"SELENOV"	"Selenov"	81.33827
"SELENOW"	"Selenow"	78.57408
"SELL"	"Sell"	76.344574
"SELPLG"	"Selplg"	75.0413
"SEM1"	"Sem1"	74.70589
"SEMA3A"	"Sema3a"	75.583275
"SEMA3B"	"Sema3b"	73.56736
"SEMA3C"	"Sema3c"	73.03588
"SEMA3D"	"Sema3d"	72.741066
"SEMA3E"	"Sema3e"	72.1215
"SEMA3F"	"Sema3f"	76.887726
"SEMA3G"	"Sema3g"	74.49306
"SEMA4A"	"Sema4a"	76.64126
"SEMA4B"	"Sema4b"	75.33131
"SEMA4C"	"Sema4c"	73.43473
"SEMA4D"	"Sema4d"	72.95025
"SEMA4F"	"Sema4f"	73.703995
"SEMA4G"	"Sema4g"	75.95329
"SEMA5A"	"Sema5a"	72.606804
"SEMA5B"	"Sema5b"	76.09858
"SEMA6A"	"Sema6a"	72.42468
"SEMA6B"	"Sema6b"	76.20973
"SEMA6C"	"Sema6c"	76.56937
"SEMA6D"	"Sema6d"	73.801605
"SEMA7A"	"Sema7a"	73.23669
"SEMG1"	"Semg1"	94.878136
"SENP1"	"Senp1"	74.105515
"SENP2"	"Senp2"	73.23354
"SENP3"	"Senp3"	77.72102
"SENP5"	"Senp5"	74.109116
"SENP6"	"Senp6"	74.197296
"SENP7"	"Senp7"	72.60534
"SENP8"	"Senp8"	73.38154
"SEPHS1"	"Sephs1"	73.15281
"SEPHS2"	"Sephs2"	78.089386
"SEPSECS"	"Sepsecs"	72.990715
"SERAC1"	"Serac1"	72.9715
"SERBP1"	"Serbp1"	74.811295
"SERF2"	"Serf2"	75.73938
"SERGEF"	"Sergef"	72.01777
"SERHL"	"Serhl"	81.04438
"SERINC1"	"Serinc1"	72.20394
"SERINC2"	"Serinc2"	73.30596
"SERINC3"	"Serinc3"	74.068375
"SERINC5"	"Serinc5"	72.927505
"SERP1"	"Serp1"	74.72237
"SERP2"	"Serp2"	75.07742
"SERPINA10"	"Serpina10"	74.631134
"SERPINA11"	"Serpina11"	80.64913
"SERPINA12"	"Serpina12"	78.68471
"SERPINA5"	"Serpina5"	79.15928
"SERPINA6"	"Serpina6"	79.93055
"SERPINA7"	"Serpina7"	78.68471
"SERPINA9"	"Serpina9"	80.596176
"SERPINB10"	"Serpinb10"	80.575714
"SERPINB12"	"Serpinb12"	79.007576
"SERPINB13"	"Serpinb13"	81.29966
"SERPINB2"	"Serpinb2"	78.089386
"SERPINB5"	"Serpinb5"	74.09947
"SERPINB7"	"Serpinb7"	78.22572
"SERPINB8"	"Serpinb8"	82.07576
"SERPINB9"	"Serpinb9"	81.600945
"SERPINC1"	"Serpinc1"	72.36326
"SERPIND1"	"Serpind1"	71.78029
"SERPINE1"	"Serpine1"	74.197296
"SERPINE2"	"Serpine2"	73.20889
"SERPINE3"	"Serpine3"	73.15106
"SERPINF1"	"Serpinf1"	71.766655
"SERPINF2"	"Serpinf2"	73.4552
"SERPING1"	"Serping1"	73.68131
"SERPINH1"	"Serpinh1"	74.441444
"SERPINI1"	"Serpini1"	73.03291
"SERPINI2"	"Serpini2"	77.55251
"SERTAD1"	"Sertad1"	77.605354
"SERTAD2"	"Sertad2"	74.76487
"SERTAD3"	"Sertad3"	75.89922
"SERTAD4"	"Sertad4"	73.095085
"SERTM1"	"Sertm1"	74.4585
"SESN1"	"Sesn1"	72.20394
"SESN2"	"Sesn2"	72.92211
"SESN3"	"Sesn3"	73.99557
"SESTD1"	"Sestd1"	72.24503
"SET"	"Set"	74.87499
"SETBP1"	"Setbp1"	73.40562
"SETD1A"	"Setd1a"	75.21571
"SETD1B"	"Setd1b"	74.947426
"SETD2"	"Setd2"	70.83821
"SETD3"	"Setd3"	71.08455
"SETD4"	"Setd4"	71.00624
"SETD5"	"Setd5"	70.97587
"SETD6"	"Setd6"	71.55317
"SETD7"	"Setd7"	71.27356
"SETDB1"	"Setdb1"	75.01799
"SETDB2"	"Setdb2"	74.78045
"SETMAR"	"Setmar"	78.852554
"SETX"	"Setx"	74.62754
"SEZ6"	"Sez6"	75.63166
"SEZ6L"	"Sez6l"	74.73368
"SEZ6L2"	"Sez6l2"	73.859436
"SF3A1"	"Sf3a1"	71.026726
"SF3A2"	"Sf3a2"	73.81931
"SF3A3"	"Sf3a3"	71.95887
"SF3B2"	"Sf3b2"	73.8229
"SF3B3"	"Sf3b3"	71.05834
"SF3B4"	"Sf3b4"	73.06484
"SF3B5"	"Sf3b5"	73.29838
"SF3B6"	"Sf3b6"	73.44911
"SFI1"	"Sfi1"	73.622795
"SFMBT1"	"Sfmbt1"	72.58441
"SFMBT2"	"Sfmbt2"	73.15281
"SFPQ"	"Sfpq"	72.53996
"SFR1"	"Sfr1"	73.308716
"SFRP1"	"Sfrp1"	75.422195
"SFRP2"	"Sfrp2"	72.741066
"SFRP4"	"Sfrp4"	74.62754
"SFRP5"	"Sfrp5"	72.95025
"SFSWAP"	"Sfswap"	74.631134
"SFT2D1"	"Sft2d1"	72.89721
"SFT2D2"	"Sft2d2"	75.79213
"SFT2D3"	"Sft2d3"	74.229004
"SFTA2"	"Sfta2"	77.64959
"SFTPA1"	"Sftpa1"	88.07934
"SFTPB"	"Sftpb"	76.701904
"SFTPC"	"Sftpc"	76.94986
"SFTPD"	"Sftpd"	79.01201
"SFXN1"	"Sfxn1"	72.88915
"SFXN2"	"Sfxn2"	73.00701
"SFXN3"	"Sfxn3"	72.78598
"SFXN4"	"Sfxn4"	73.20097
"SFXN5"	"Sfxn5"	75.14563
"SGCA"	"Sgca"	73.352066
"SGCB"	"Sgcb"	71.52612
"SGCD"	"Sgcd"	72.49811
"SGCE"	"Sgce"	72.81008
"SGCG"	"Sgcg"	73.16555
"SGCZ"	"Sgcz"	73.4661
"SGF29"	"Sgf29"	74.18253
"SGIP1"	"Sgip1"	74.404915
"SGK1"	"Sgk1"	73.50603
"SGK3"	"Sgk3"	76.28813
"SGMS1"	"Sgms1"	75.048546
"SGMS2"	"Sgms2"	75.34518
"SGO1"	"Sgo1"	73.15106
"SGPL1"	"Sgpl1"	71.92802
"SGPP1"	"Sgpp1"	74.593925
"SGPP2"	"Sgpp2"	72.077866
"SGSH"	"Sgsh"	72.79675
"SGSM1"	"Sgsm1"	74.66094
"SGSM2"	"Sgsm2"	72.66027
"SGSM3"	"Sgsm3"	73.38154
"SGTA"	"Sgta"	73.129814
"SGTB"	"Sgtb"	71.92442
"SH2B1"	"Sh2b1"	74.58599
"SH2B2"	"Sh2b2"	74.58497
"SH2B3"	"Sh2b3"	72.94367
"SH2D1A"	"Sh2d1a"	74.947426
"SH2D2A"	"Sh2d2a"	76.88192
"SH2D3C"	"Sh2d3c"	73.780365
"SH2D4A"	"Sh2d4a"	73.87593
"SH2D4B"	"Sh2d4b"	74.861946
"SH2D5"	"Sh2d5"	73.66485
"SH3BGR"	"Sh3bgr"	75.96885
"SH3BGRL"	"Sh3bgrl"	73.02529
"SH3BGRL2"	"Sh3bgrl2"	73.04273
"SH3BGRL3"	"Sh3bgrl3"	72.65091
"SH3BP1"	"Sh3bp1"	73.33573
"SH3BP2"	"Sh3bp2"	72.82019
"SH3BP4"	"Sh3bp4"	74.54105
"SH3BP5"	"Sh3bp5"	74.590126
"SH3BP5L"	"Sh3bp5l"	76.11548
"SH3D19"	"Sh3d19"	72.242386
"SH3D21"	"Sh3d21"	74.36129
"SH3GL1"	"Sh3gl1"	74.158585
"SH3GL2"	"Sh3gl2"	74.76367
"SH3GL3"	"Sh3gl3"	75.419655
"SH3GLB1"	"Sh3glb1"	75.48141
"SH3GLB2"	"Sh3glb2"	73.39356
"SH3KBP1"	"Sh3kbp1"	71.92802
"SH3PXD2A"	"Sh3pxd2a"	72.47381
"SH3PXD2B"	"Sh3pxd2b"	71.24766
"SH3RF1"	"Sh3rf1"	70.95814
"SH3RF2"	"Sh3rf2"	72.87979
"SH3RF3"	"Sh3rf3"	73.05885
"SH3TC1"	"Sh3tc1"	74.06386
"SH3TC2"	"Sh3tc2"	72.247406
"SH3YL1"	"Sh3yl1"	72.34201
"SHANK1"	"Shank1"	75.18477
"SHANK2"	"Shank2"	73.96462
"SHANK3"	"Shank3"	74.5824
"SHARPIN"	"Sharpin"	74.14087
"SHB"	"Shb"	75.598175
"SHBG"	"Shbg"	73.83663
"SHC1"	"Shc1"	72.95886
"SHC2"	"Shc2"	73.43113
"SHC3"	"Shc3"	73.62133
"SHC4"	"Shc4"	74.06391
"SHCBP1"	"Shcbp1"	72.04843
"SHCBP1L"	"Shcbp1l"	76.756775
"SHD"	"Shd"	75.63166
"SHE"	"She"	72.14215
"SHF"	"Shf"	75.845505
"SHH"	"Shh"	74.947426
"SHISA2"	"Shisa2"	74.44884
"SHISA3"	"Shisa3"	72.65091
"SHISA4"	"Shisa4"	73.41827
"SHISA5"	"Shisa5"	75.598175
"SHISA6"	"Shisa6"	74.07656
"SHISA7"	"Shisa7"	76.828514
"SHISA9"	"Shisa9"	74.71853
"SHISAL1"	"Shisal1"	75.088745
"SHISAL2A"	"Shisal2a"	74.70589
"SHKBP1"	"Shkbp1"	74.07656
"SHLD1"	"Shld1"	76.89164
"SHLD2"	"Shld2"	74.266685
"SHMT1"	"Shmt1"	72.27319
"SHMT2"	"Shmt2"	73.33573
"SHOC1"	"Shoc1"	73.56736
"SHOC2"	"Shoc2"	71.82587
"SHOX2"	"Shox2"	73.2726
"SHPK"	"Shpk"	74.158585
"SHPRH"	"Shprh"	71.96746
"SHQ1"	"Shq1"	72.58956
"SHROOM1"	"Shroom1"	72.86609
"SHROOM2"	"Shroom2"	76.050354
"SHROOM3"	"Shroom3"	73.26965
"SHROOM4"	"Shroom4"	73.4661
"SHTN1"	"Shtn1"	72.18269
"SIAE"	"Siae"	73.46892
"SIAH2"	"Siah2"	74.03594
"SIAH3"	"Siah3"	74.9562
"SIDT1"	"Sidt1"	74.541145
"SIDT2"	"Sidt2"	72.397995
"SIGIRR"	"Sigirr"	73.54517
"SIGLEC1"	"Siglec1"	76.50503
"SIGLEC15"	"Siglec15"	75.31835
"SIGMAR1"	"Sigmar1"	72.85458
"SIK1"	"Sik1"	73.47059
"SIK2"	"Sik2"	74.811295
"SIK3"	"Sik3"	72.75381
"SIKE1"	"Sike1"	72.854225
"SIL1"	"Sil1"	72.85458
"SIM1"	"Sim1"	74.62754
"SIM2"	"Sim2"	74.131836
"SIMC1"	"Simc1"	72.978065
"SIN3A"	"Sin3a"	74.44884
"SIN3B"	"Sin3b"	72.57183
"SINHCAF"	"Sinhcaf"	72.8079
"SIPA1"	"Sipa1"	75.9246
"SIPA1L1"	"Sipa1l1"	73.83663
"SIPA1L2"	"Sipa1l2"	73.60506
"SIPA1L3"	"Sipa1l3"	73.95651
"SIRPA"	"Sirpa"	79.666016
"SIRT1"	"Sirt1"	72.978065
"SIRT2"	"Sirt2"	73.99566
"SIRT3"	"Sirt3"	72.45342
"SIRT4"	"Sirt4"	73.20889
"SIRT5"	"Sirt5"	72.85458
"SIRT6"	"Sirt6"	74.02644
"SIRT7"	"Sirt7"	74.368286
"SIT1"	"Sit1"	77.47905
"SIVA1"	"Siva1"	73.095085
"SIX1"	"Six1"	75.75933
"SIX2"	"Six2"	74.85499
"SIX3"	"Six3"	73.82073
"SIX4"	"Six4"	74.56972
"SIX5"	"Six5"	74.49664
"SIX6"	"Six6"	74.67659
"SKA1"	"Ska1"	73.66485
"SKA2"	"Ska2"	73.64307
"SKA3"	"Ska3"	73.35621
"SKAP1"	"Skap1"	72.65091
"SKAP2"	"Skap2"	73.48735
"SKIDA1"	"Skida1"	74.67299
"SKIL"	"Skil"	75.24479
"SKIV2L"	"Skiv2l"	74.41104
"SKOR1"	"Skor1"	75.184685
"SKOR2"	"Skor2"	72.68441
"SKP1"	"Skp1"	72.1207
"SKP2"	"Skp2"	73.17258
"SLA2"	"Sla2"	75.048546
"SLAIN1"	"Slain1"	73.86136
"SLAIN2"	"Slain2"	72.81008
"SLAMF1"	"Slamf1"	76.00388
"SLAMF6"	"Slamf6"	78.30479
"SLAMF7"	"Slamf7"	78.93808
"SLAMF8"	"Slamf8"	77.618004
"SLAMF9"	"Slamf9"	78.069824
"SLBP"	"Slbp"	75.95329
"SLC10A1"	"Slc10a1"	73.345024
"SLC10A2"	"Slc10a2"	72.654724
"SLC10A3"	"Slc10a3"	75.44226
"SLC10A4"	"Slc10a4"	72.44852
"SLC10A5"	"Slc10a5"	78.918526
"SLC10A6"	"Slc10a6"	76.94629
"SLC10A7"	"Slc10a7"	73.40562
"SLC11A1"	"Slc11a1"	74.62919
"SLC11A2"	"Slc11a2"	74.07656
"SLC12A1"	"Slc12a1"	71.78585
"SLC12A2"	"Slc12a2"	72.888176
"SLC12A3"	"Slc12a3"	72.46116
"SLC12A4"	"Slc12a4"	73.166336
"SLC12A5"	"Slc12a5"	75.34518
"SLC12A6"	"Slc12a6"	76.34566
"SLC12A7"	"Slc12a7"	76.403786
"SLC12A8"	"Slc12a8"	70.8136
"SLC12A9"	"Slc12a9"	72.46116
"SLC13A1"	"Slc13a1"	73.83653
"SLC13A2"	"Slc13a2"	71.93563
"SLC13A3"	"Slc13a3"	73.188324
"SLC13A4"	"Slc13a4"	72.32862
"SLC13A5"	"Slc13a5"	75.49304
"SLC14A1"	"Slc14a1"	77.06618
"SLC14A2"	"Slc14a2"	74.34709
"SLC15A1"	"Slc15a1"	75.28735
"SLC15A2"	"Slc15a2"	72.03083
"SLC15A3"	"Slc15a3"	77.34292
"SLC15A4"	"Slc15a4"	72.107956
"SLC15A5"	"Slc15a5"	72.76236
"SLC16A1"	"Slc16a1"	75.36953
"SLC16A10"	"Slc16a10"	73.700356
"SLC16A11"	"Slc16a11"	77.13968
"SLC16A12"	"Slc16a12"	74.80922
"SLC16A13"	"Slc16a13"	74.41104
"SLC16A14"	"Slc16a14"	74.82609
"SLC16A2"	"Slc16a2"	72.823784
"SLC16A3"	"Slc16a3"	73.224304
"SLC16A4"	"Slc16a4"	73.13646
"SLC16A5"	"Slc16a5"	74.01745
"SLC16A6"	"Slc16a6"	74.19584
"SLC16A7"	"Slc16a7"	73.87602
"SLC16A8"	"Slc16a8"	74.58497
"SLC16A9"	"Slc16a9"	74.39497
"SLC17A1"	"Slc17a1"	80.82238
"SLC17A3"	"Slc17a3"	80.53706
"SLC17A4"	"Slc17a4"	78.65849
"SLC17A5"	"Slc17a5"	73.23354
"SLC17A6"	"Slc17a6"	75.23319
"SLC17A7"	"Slc17a7"	75.930466
"SLC17A8"	"Slc17a8"	72.18121
"SLC17A9"	"Slc17a9"	74.266685
"SLC18A1"	"Slc18a1"	74.36129
"SLC18A2"	"Slc18a2"	73.09499
"SLC18A3"	"Slc18a3"	75.9246
"SLC18B1"	"Slc18b1"	72.29331
"SLC19A1"	"Slc19a1"	72.72793
"SLC19A2"	"Slc19a2"	72.99759
"SLC19A3"	"Slc19a3"	77.20957
"SLC1A1"	"Slc1a1"	72.962456
"SLC1A2"	"Slc1a2"	74.404915
"SLC1A3"	"Slc1a3"	74.41104
"SLC1A4"	"Slc1a4"	73.345024
"SLC1A5"	"Slc1a5"	74.50479
"SLC1A6"	"Slc1a6"	75.16572
"SLC1A7"	"Slc1a7"	75.08884
"SLC20A1"	"Slc20a1"	75.43092
"SLC20A2"	"Slc20a2"	72.92391
"SLC22A1"	"Slc22a1"	81.29203
"SLC22A12"	"Slc22a12"	79.47206
"SLC22A13"	"Slc22a13"	79.47623
"SLC22A14"	"Slc22a14"	79.82899
"SLC22A15"	"Slc22a15"	72.622055
"SLC22A16"	"Slc22a16"	73.62592
"SLC22A17"	"Slc22a17"	76.09417
"SLC22A18"	"Slc22a18"	72.78713
"SLC22A2"	"Slc22a2"	74.56972
"SLC22A23"	"Slc22a23"	73.06484
"SLC22A3"	"Slc22a3"	75.70518
"SLC22A4"	"Slc22a4"	76.22902
"SLC22A5"	"Slc22a5"	75.52407
"SLC22A6"	"Slc22a6"	78.224236
"SLC22A7"	"Slc22a7"	75.57692
"SLC22A8"	"Slc22a8"	78.50853
"SLC23A1"	"Slc23a1"	73.942795
"SLC23A2"	"Slc23a2"	73.62133
"SLC23A3"	"Slc23a3"	73.58363
"SLC24A1"	"Slc24a1"	73.75832
"SLC24A2"	"Slc24a2"	72.75371
"SLC24A3"	"Slc24a3"	72.12004
"SLC24A4"	"Slc24a4"	74.54117
"SLC24A5"	"Slc24a5"	72.85432
"SLC25A1"	"Slc25a1"	74.97093
"SLC25A10"	"Slc25a10"	75.86904
"SLC25A11"	"Slc25a11"	74.935074
"SLC25A12"	"Slc25a12"	73.352066
"SLC25A13"	"Slc25a13"	72.95633
"SLC25A14"	"Slc25a14"	73.603424
"SLC25A15"	"Slc25a15"	76.13553
"SLC25A16"	"Slc25a16"	72.78598
"SLC25A17"	"Slc25a17"	73.25996
"SLC25A18"	"Slc25a18"	74.28368
"SLC25A19"	"Slc25a19"	73.27859
"SLC25A2"	"Slc25a2"	82.52191
"SLC25A20"	"Slc25a20"	74.06985
"SLC25A21"	"Slc25a21"	72.304146
"SLC25A22"	"Slc25a22"	74.57232
"SLC25A23"	"Slc25a23"	79.155685
"SLC25A24"	"Slc25a24"	74.873535
"SLC25A25"	"Slc25a25"	74.49306
"SLC25A26"	"Slc25a26"	73.15281
"SLC25A27"	"Slc25a27"	73.81682
"SLC25A28"	"Slc25a28"	72.962456
"SLC25A29"	"Slc25a29"	73.43113
"SLC25A3"	"Slc25a3"	74.994194
"SLC25A30"	"Slc25a30"	75.19877
"SLC25A31"	"Slc25a31"	75.65145
"SLC25A32"	"Slc25a32"	75.58337
"SLC25A33"	"Slc25a33"	72.107956
"SLC25A34"	"Slc25a34"	73.66125
"SLC25A35"	"Slc25a35"	74.454094
"SLC25A36"	"Slc25a36"	74.15105
"SLC25A37"	"Slc25a37"	73.32266
"SLC25A38"	"Slc25a38"	75.38102
"SLC25A39"	"Slc25a39"	73.34512
"SLC25A4"	"Slc25a4"	71.24084
"SLC25A40"	"Slc25a40"	73.91566
"SLC25A41"	"Slc25a41"	78.93799
"SLC25A42"	"Slc25a42"	73.78473
"SLC25A43"	"Slc25a43"	73.55463
"SLC25A44"	"Slc25a44"	74.86166
"SLC25A45"	"Slc25a45"	77.20957
"SLC25A46"	"Slc25a46"	73.64307
"SLC25A47"	"Slc25a47"	76.2485
"SLC25A48"	"Slc25a48"	72.23036
"SLC25A5"	"Slc25a5"	71.85466
"SLC25A51"	"Slc25a51"	76.887726
"SLC25A53"	"Slc25a53"	75.145935
"SLC26A1"	"Slc26a1"	73.62592
"SLC26A10"	"Slc26a10"	75.498726
"SLC26A11"	"Slc26a11"	73.02529
"SLC26A2"	"Slc26a2"	73.54517
"SLC26A3"	"Slc26a3"	74.23215
"SLC26A4"	"Slc26a4"	73.955444
"SLC26A5"	"Slc26a5"	72.397896
"SLC26A6"	"Slc26a6"	74.62919
"SLC26A7"	"Slc26a7"	75.5958
"SLC26A8"	"Slc26a8"	76.11865
"SLC26A9"	"Slc26a9"	74.62919
"SLC27A1"	"Slc27a1"	75.4409
"SLC27A2"	"Slc27a2"	75.9246
"SLC27A3"	"Slc27a3"	75.525536
"SLC27A4"	"Slc27a4"	73.74581
"SLC27A5"	"Slc27a5"	76.56578
"SLC27A6"	"Slc27a6"	74.24454
"SLC28A1"	"Slc28a1"	74.197296
"SLC28A2"	"Slc28a2"	79.666016
"SLC28A3"	"Slc28a3"	74.368286
"SLC29A1"	"Slc29a1"	75.47166
"SLC29A2"	"Slc29a2"	75.845406
"SLC29A3"	"Slc29a3"	72.75555
"SLC29A4"	"Slc29a4"	73.643166
"SLC2A1"	"Slc2a1"	74.76367
"SLC2A10"	"Slc2a10"	72.993996
"SLC2A12"	"Slc2a12"	72.962456
"SLC2A13"	"Slc2a13"	75.184685
"SLC2A2"	"Slc2a2"	73.08235
"SLC2A3"	"Slc2a3"	79.951065
"SLC2A4"	"Slc2a4"	75.89922
"SLC2A5"	"Slc2a5"	77.84017
"SLC2A6"	"Slc2a6"	72.397896
"SLC2A7"	"Slc2a7"	81.42456
"SLC2A8"	"Slc2a8"	73.84198
"SLC2A9"	"Slc2a9"	75.73938
"SLC30A1"	"Slc30a1"	75.656
"SLC30A10"	"Slc30a10"	74.283585
"SLC30A2"	"Slc30a2"	72.55051
"SLC30A3"	"Slc30a3"	76.887726
"SLC30A4"	"Slc30a4"	73.37331
"SLC30A5"	"Slc30a5"	72.72815
"SLC30A6"	"Slc30a6"	72.3665
"SLC30A7"	"Slc30a7"	72.92391
"SLC30A8"	"Slc30a8"	73.97683
"SLC30A9"	"Slc30a9"	72.718094
"SLC31A1"	"Slc31a1"	72.622055
"SLC31A2"	"Slc31a2"	72.55723
"SLC32A1"	"Slc32a1"	72.48952
"SLC33A1"	"Slc33a1"	72.993996
"SLC34A1"	"Slc34a1"	75.38932
"SLC34A2"	"Slc34a2"	75.06686
"SLC34A3"	"Slc34a3"	78.38722
"SLC35A1"	"Slc35a1"	73.2726
"SLC35A2"	"Slc35a2"	74.537575
"SLC35A3"	"Slc35a3"	74.90516
"SLC35A4"	"Slc35a4"	72.43952
"SLC35A5"	"Slc35a5"	72.84484
"SLC35B1"	"Slc35b1"	72.65482
"SLC35B2"	"Slc35b2"	72.27319
"SLC35B3"	"Slc35b3"	71.80956
"SLC35B4"	"Slc35b4"	72.42954
"SLC35C1"	"Slc35c1"	72.931595
"SLC35C2"	"Slc35c2"	72.51859
"SLC35D1"	"Slc35d1"	75.123886
"SLC35D2"	"Slc35d2"	74.105515
"SLC35D3"	"Slc35d3"	74.18966
"SLC35E1"	"Slc35e1"	72.13706
"SLC35E3"	"Slc35e3"	72.622055
"SLC35E4"	"Slc35e4"	73.025375
"SLC35F1"	"Slc35f1"	73.34248
"SLC35F2"	"Slc35f2"	74.19999
"SLC35F3"	"Slc35f3"	74.90516
"SLC35F4"	"Slc35f4"	72.559746
"SLC35F5"	"Slc35f5"	73.719765
"SLC35F6"	"Slc35f6"	73.26123
"SLC35G1"	"Slc35g1"	72.343475
"SLC35G2"	"Slc35g2"	74.70589
"SLC35G3"	"Slc35g3"	93.73423
"SLC36A1"	"Slc36a1"	76.38702
"SLC36A2"	"Slc36a2"	79.4379
"SLC36A3"	"Slc36a3"	79.201546
"SLC36A4"	"Slc36a4"	73.74339
"SLC37A1"	"Slc37a1"	73.20107
"SLC37A2"	"Slc37a2"	72.72793
"SLC37A3"	"Slc37a3"	73.21249
"SLC37A4"	"Slc37a4"	74.19326
"SLC38A1"	"Slc38a1"	74.811295
"SLC38A10"	"Slc38a10"	73.44255
"SLC38A11"	"Slc38a11"	73.345024
"SLC38A2"	"Slc38a2"	73.49244
"SLC38A3"	"Slc38a3"	75.73938
"SLC38A4"	"Slc38a4"	72.62659
"SLC38A5"	"Slc38a5"	77.20949
"SLC38A6"	"Slc38a6"	72.331085
"SLC38A7"	"Slc38a7"	72.49359
"SLC38A8"	"Slc38a8"	75.03923
"SLC38A9"	"Slc38a9"	72.81008
"SLC39A1"	"Slc39a1"	72.99081
"SLC39A10"	"Slc39a10"	72.202705
"SLC39A11"	"Slc39a11"	73.41614
"SLC39A12"	"Slc39a12"	74.50479
"SLC39A13"	"Slc39a13"	72.95642
"SLC39A14"	"Slc39a14"	73.4661
"SLC39A2"	"Slc39a2"	78.44093
"SLC39A3"	"Slc39a3"	73.75855
"SLC39A4"	"Slc39a4"	74.947525
"SLC39A5"	"Slc39a5"	76.00793
"SLC39A6"	"Slc39a6"	73.24541
"SLC39A7"	"Slc39a7"	73.936455
"SLC39A8"	"Slc39a8"	72.79675
"SLC39A9"	"Slc39a9"	73.282135
"SLC3A1"	"Slc3a1"	72.43952
"SLC3A2"	"Slc3a2"	76.20952
"SLC40A1"	"Slc40a1"	72.69412
"SLC41A1"	"Slc41a1"	72.98723
"SLC41A2"	"Slc41a2"	74.49742
"SLC41A3"	"Slc41a3"	74.454185
"SLC43A1"	"Slc43a1"	76.938095
"SLC43A2"	"Slc43a2"	74.52585
"SLC43A3"	"Slc43a3"	74.85806
"SLC44A1"	"Slc44a1"	74.4585
"SLC44A2"	"Slc44a2"	72.58956
"SLC44A3"	"Slc44a3"	75.79213
"SLC44A4"	"Slc44a4"	74.49664
"SLC44A5"	"Slc44a5"	75.116104
"SLC45A1"	"Slc45a1"	74.11754
"SLC45A2"	"Slc45a2"	71.95688
"SLC45A3"	"Slc45a3"	72.61567
"SLC45A4"	"Slc45a4"	74.14087
"SLC46A1"	"Slc46a1"	72.472336
"SLC46A2"	"Slc46a2"	74.35563
"SLC46A3"	"Slc46a3"	73.32266
"SLC47A1"	"Slc47a1"	76.825226
"SLC47A2"	"Slc47a2"	80.93837
"SLC48A1"	"Slc48a1"	75.686874
"SLC49A4"	"Slc49a4"	72.65482
"SLC4A1"	"Slc4a1"	74.49306
"SLC4A10"	"Slc4a10"	74.524574
"SLC4A11"	"Slc4a11"	72.29619
"SLC4A1AP"	"Slc4a1ap"	73.42933
"SLC4A2"	"Slc4a2"	75.088745
"SLC4A3"	"Slc4a3"	72.85458
"SLC4A4"	"Slc4a4"	75.44714
"SLC4A7"	"Slc4a7"	73.77742
"SLC4A8"	"Slc4a8"	74.07665
"SLC4A9"	"Slc4a9"	75.7927
"SLC50A1"	"Slc50a1"	73.39608
"SLC51A"	"Slc51a"	72.654724
"SLC51B"	"Slc51b"	75.51945
"SLC52A2"	"Slc52a2"	74.52585
"SLC52A3"	"Slc52a3"	72.44852
