	source	interaction	target
2187	CKAP5	interacts with	TFAP4
2188	CKAP5	interacts with	UNK
2189	CKAP5	interacts with	TAF4
2190	CKAP5	interacts with	EXOSC10
2191	CKAP5	interacts with	SMARCC1
2192	CKAP5	interacts with	STK4
2193	CKAP5	interacts with	HNRNPA3
2194	CKAP5	interacts with	KNSTRN
2195	CKAP5	interacts with	LIN7C
2196	CKAP5	interacts with	CRKL
2197	CKAP5	interacts with	NDE1
2198	CKAP5	interacts with	SF3A3
2199	CKAP5	interacts with	DOCK2
2200	CKAP5	interacts with	ERC1
2201	CKAP5	interacts with	NFATC3
2202	CKAP5	interacts with	PTBP2
2203	CKAP5	interacts with	PIK3R1
2204	CKAP5	interacts with	STAU1
2205	CKAP5	interacts with	TRIO
2206	CKAP5	interacts with	GTF3C2
2207	CKAP5	interacts with	ZNF106
2208	CKAP5	interacts with	PSMC3
2209	CKAP5	interacts with	EIF3A
2210	CKAP5	interacts with	TTBK2
2211	CKAP5	interacts with	KATNAL1
2212	CKAP5	interacts with	HCFC1
2213	CKAP5	interacts with	PYDC1
2214	CKAP5	interacts with	NPEPPS
2215	CKAP5	interacts with	PPP2R2A
2216	CKAP5	interacts with	KPNB1
2217	CKAP5	interacts with	GTF3C1
2218	CKAP5	interacts with	KIF22
2219	CKAP5	interacts with	HMGCR
2220	CKAP5	interacts with	RAD51
2221	CKAP5	interacts with	NIN
2222	CKAP5	interacts with	XRCC5
2223	CKAP5	interacts with	CENPF
2224	CKAP5	interacts with	YEATS2
2225	CKAP5	interacts with	CTNNBL1
2226	CKAP5	interacts with	ABL1
2227	MAP2K1	interacts with	RAP1A
2228	MAP2K1	interacts with	SUMO1
2229	MAP2K1	interacts with	PRKCA
2230	MAP2K1	interacts with	PPP2R2A
2231	MAP2K1	interacts with	CAMK2G
2232	MAP2K1	interacts with	DAPK2
2233	MAP2K1	interacts with	MAP2K6
2234	MAP2K1	interacts with	MAP2K5
2235	PRKAR1A	interacts with	SPCS1
2236	PRKAR1A	interacts with	MAP2K1
2237	PRKAR1A	interacts with	SUMO1
2238	PRKAR1A	interacts with	SP3
2239	PRKAR1A	interacts with	RAP1A
2240	PRKAR1A	interacts with	IGF2R
2241	PRKAR1A	interacts with	DNAJA3
2242	PRKAR1A	interacts with	UTRN
2243	PRKAR1A	interacts with	PPP3CA
2244	PRKAR1A	interacts with	ZFYVE21
2245	PRKAR1A	interacts with	SPTBN1
2246	PRKAR1A	interacts with	GDE1
2247	PRKAR1A	interacts with	BCL2
2248	PRKAR1A	interacts with	ZBTB18
2249	PRKAR1A	interacts with	TAF1
2250	PRKAR1A	interacts with	CANX
2251	PRKAR1A	interacts with	HSP90AB1
2252	PRKAR1A	interacts with	STK4
2253	PRKAR1A	interacts with	TYRO3
2254	PRKAR1A	interacts with	NCOA3
2255	PRKAR1A	interacts with	CCL14
2256	PRKAR1A	interacts with	ILK
2257	PRKAR1A	interacts with	CRKL
2258	PRKAR1A	interacts with	YWHAB
2259	PRKAR1A	interacts with	RNF103
2260	PRKAR1A	interacts with	ZNF106
2261	PRKAR1A	interacts with	MAPK1
2262	PRKAR1A	interacts with	KCTD3
2263	PRKAR1A	interacts with	GPRC5B
2264	PRKAR1A	interacts with	RAB5B
2265	PRKAR1A	interacts with	AKT3
2266	PRKAR1A	interacts with	SPNS1
2267	PRKAR1A	interacts with	TPBG
2268	PRKAR1A	interacts with	ABL1
2269	PRKAR1A	interacts with	PCSK2
2270	PRKAR1A	interacts with	FAM20C
2271	PRKAR1A	interacts with	PITPNM2
2272	PRKAR1A	interacts with	ADD3
2273	PRKAR1A	interacts with	SGCB
2274	PRKAR1A	interacts with	RB1
2275	PRKAR1A	interacts with	GCLC
2276	PRKAR1A	interacts with	MYO5C
2277	PRKAR1A	interacts with	MAP2K5
2278	KDM3B	interacts with	CRKL
2279	KDM3B	interacts with	C2CD5
2280	KDM3B	interacts with	GTF3C2
2281	KDM3B	interacts with	RAB5B
2282	KDM3B	interacts with	KDM8
2283	KDM3B	interacts with	ZBTB18
2284	KDM3B	interacts with	ZBTB20
2285	KDM3B	interacts with	JMJD7
2286	KDM3B	interacts with	JMJD8
2287	KDM3B	interacts with	FAM53C
2288	KDM3B	interacts with	KDM5A
2289	KDM3B	interacts with	KDM6B
2290	IPO7	interacts with	MAP2K1
2291	IPO7	interacts with	SUMO1
2292	IPO7	interacts with	SP3
2293	IPO7	interacts with	PRKAR1A
2294	IPO7	interacts with	EIF2AK4
2295	IPO7	interacts with	MAPK1
2296	IPO7	interacts with	MAPK6
2297	IPO7	interacts with	HSP90AB1
2298	IPO7	interacts with	RB1
2299	IPO7	interacts with	TAF1
2300	IPO7	interacts with	DNAJA3
2301	IPO7	interacts with	PPP3CA
2302	IPO7	interacts with	CCP110
2303	IPO7	interacts with	H2AFY
2304	IPO7	interacts with	HARS
2305	IPO7	interacts with	TAF11
2306	IPO7	interacts with	UNK
2307	IPO7	interacts with	KPNA3
2308	IPO7	interacts with	EXOSC10
2309	IPO7	interacts with	SMARCC1
2310	IPO7	interacts with	STK4
2311	IPO7	interacts with	HNRNPA3
2312	IPO7	interacts with	KNSTRN
2313	IPO7	interacts with	ILK
2314	IPO7	interacts with	PPP2R2C
2315	IPO7	interacts with	YWHAB
2316	IPO7	interacts with	PPP2R2A
2317	IPO7	interacts with	EIF3A
2318	IPO7	interacts with	KPNB1
2319	IPO7	interacts with	MYO5C
2320	IPO7	interacts with	TUBA4A
2321	IPO7	interacts with	POLR3F
2322	IPO7	interacts with	XRCC5
2323	IPO7	interacts with	KNOP1
2324	IPO7	interacts with	STAU1
2325	IPO7	interacts with	NPEPPS
2326	IPO7	interacts with	SNU13
2327	IPO7	interacts with	RPL4
2328	IPO7	interacts with	IPO4
2329	IPO7	interacts with	AVL9
2330	YWHAB	interacts with	MAP2K1
2331	YWHAB	interacts with	SUMO1
2332	YWHAB	interacts with	RAP1A
2333	YWHAB	interacts with	CANX
2334	YWHAB	interacts with	GARS
2335	YWHAB	interacts with	MAPK1
2336	YWHAB	interacts with	SH3BP4
2337	YWHAB	interacts with	SNN
2338	YWHAB	interacts with	LAMP1
2339	YWHAB	interacts with	ADD3
2340	YWHAB	interacts with	PAPSS1
2341	YWHAB	interacts with	DENND4C
2342	YWHAB	interacts with	SPTBN1
2343	YWHAB	interacts with	NDUFS3
2344	YWHAB	interacts with	H2AFY
2345	YWHAB	interacts with	ZBTB18
2346	YWHAB	interacts with	FOXO1
2347	YWHAB	interacts with	PRKCA
2348	YWHAB	interacts with	HIST1H3A
2349	YWHAB	interacts with	CRKL
2350	YWHAB	interacts with	ARHGEF18
2351	YWHAB	interacts with	HIST1H4E
2352	YWHAB	interacts with	PPP2R2A
2353	YWHAB	interacts with	PPP2R2C
2354	YWHAB	interacts with	SEPHS2
2355	YWHAB	interacts with	AKT3
2356	YWHAB	interacts with	DDIT4L
2357	YWHAB	interacts with	RPL4
2358	YWHAB	interacts with	RASGRF1
2359	YWHAB	interacts with	CAMK2G
2360	YWHAB	interacts with	ERC1
2361	YWHAB	interacts with	HCFC1
2362	YWHAB	interacts with	MAP2K5
2363	YWHAB	interacts with	ZNF768
2364	YWHAB	interacts with	XRCC5
2365	YWHAB	interacts with	VPS33B
2366	YWHAB	interacts with	PLEC
2367	YWHAB	interacts with	KIF13B
2368	YWHAB	interacts with	KIF1C
2369	YWHAB	interacts with	MYO5C
2370	YWHAB	interacts with	NAV1
2371	YWHAB	interacts with	CTNNBL1
2372	YWHAB	interacts with	ABL1
2373	ILK	interacts with	MAP2K1
2374	ILK	interacts with	RAP1A
2375	ILK	interacts with	KDM3B
2376	ILK	interacts with	MAPK1
2377	ILK	interacts with	RAB5B
2378	ILK	interacts with	MAP2K3
2379	ILK	interacts with	STX4
2380	ILK	interacts with	LAMP1
2381	ILK	interacts with	NCOA3
2382	ILK	interacts with	NES
2383	ILK	interacts with	CACNA1C
2384	ILK	interacts with	RRP8
2385	ILK	interacts with	DNAJA3
2386	ILK	interacts with	NDUFS3
2387	ILK	interacts with	FOXO1
2388	ILK	interacts with	DAG1
2389	ILK	interacts with	PRKCA
2390	ILK	interacts with	PDLIM3
2391	ILK	interacts with	TTBK2
2392	ILK	interacts with	AC007192.1
2393	ILK	interacts with	XRCC5
2394	ILK	interacts with	AGPAT1
2395	ILK	interacts with	AKT3
2396	ILK	interacts with	PLEC
2397	ILK	interacts with	ABL1
2398	ILK	interacts with	RPL4
2399	ILK	interacts with	DAPK3
2400	HARS	interacts with	SPCS1
2401	HARS	interacts with	SUMO1
2402	HARS	interacts with	EIF2AK4
2403	HARS	interacts with	DTD1
2404	HARS	interacts with	GARS
2405	HARS	interacts with	HSP90AB1
2406	HARS	interacts with	TAF1
2407	HARS	interacts with	YWHAB
2408	HARS	interacts with	MAN2B1
2409	HARS	interacts with	IPO4
2410	HARS	interacts with	PPP3CA
2411	HARS	interacts with	NDUFS3
2412	HARS	interacts with	H2AFY
2413	HARS	interacts with	AC011455.3
2414	HARS	interacts with	SNU13
2415	HARS	interacts with	BAK1
2416	HARS	interacts with	NCOA5
2417	HARS	interacts with	PSMC3
2418	HARS	interacts with	KPNB1
2419	HARS	interacts with	EIF3A
2420	HARS	interacts with	SF3A3
2421	HARS	interacts with	EXOSC10
2422	HARS	interacts with	NAPRT
2423	HARS	interacts with	TUBA4A
2424	HARS	interacts with	TRUB2
2425	HARS	interacts with	XRCC5
2426	HARS	interacts with	VPS33B
2427	HARS	interacts with	CTNNBL1
2428	HARS	interacts with	TNIK
2429	HARS	interacts with	ABL1
2430	OIP5	interacts with	A1CF
2431	DNAJA3	interacts with	CANX
2432	DNAJA3	interacts with	PTCH2
2433	DNAJA3	interacts with	VPS4A
2434	DNAJA3	interacts with	RPL4
2435	DNAJA3	interacts with	CRKL
2436	DNAJA3	interacts with	HIST1H4E
2437	DNAJA3	interacts with	GTF3C2
2438	DNAJA3	interacts with	DNAJC4
2439	DNAJA3	interacts with	MTIF3
2440	DNAJA3	interacts with	NCOA5
2441	DNAJA3	interacts with	GFI1B
2442	DNAJA3	interacts with	THAP4
2443	DNAJA3	interacts with	LIN7C
2444	DNAJA3	interacts with	EIF3A
2445	DNAJA3	interacts with	DNAJC17
2446	DNAJA3	interacts with	KIF22
2447	DNAJA3	interacts with	DNAJC28
2448	DNAJA3	interacts with	XRCC5
2449	DNAJA3	interacts with	HYOU1
2450	DNAJA3	interacts with	KNOP1
2451	DNAJA3	interacts with	MRPL2
2452	DNAJA3	interacts with	CASK
2453	DNAJA3	interacts with	TRUB2
2454	DNAJA3	interacts with	RPL28
2455	DNAJA3	interacts with	NDUFS3
2456	DNAJA3	interacts with	CTNNBL1
2457	CCP110	interacts with	C2CD5
2458	CCP110	interacts with	TTBK2
2459	CCP110	interacts with	LIN7C
2460	NDUFS3	interacts with	SPCS1
2461	NDUFS3	interacts with	RPL4
2462	NDUFS3	interacts with	TIMM17A
2463	NDUFS3	interacts with	SPG7
2464	NDUFS3	interacts with	THAP4
2465	NDUFS3	interacts with	TRUB2
2466	NDUFS3	interacts with	SEPHS2
2467	NDUFS3	interacts with	HMGCR
2468	NDUFS3	interacts with	KIF22
2469	NDUFS3	interacts with	XRCC5
2470	NDUFS3	interacts with	MRPL2
2471	NDUFS3	interacts with	KLHDC3
2472	NDUFS3	interacts with	MRPL14
2473	NSD2	interacts with	SUMO1
2474	NSD2	interacts with	RRP8
2475	NSD2	interacts with	PRKCA
2476	NSD2	interacts with	RPL28
2477	NSD2	interacts with	EXOSC10
2478	NSD2	interacts with	HIST1H4E
2479	NSD2	interacts with	OIP5
2480	NSD2	interacts with	H2AFY
2481	NSD2	interacts with	KIF22
2482	NSD2	interacts with	CENPF
2483	NSD2	interacts with	HCFC1
2484	NSD2	interacts with	HIST1H3A
2485	TFAP4	interacts with	SP3
2486	TFAP4	interacts with	RAB5B
2487	TFAP4	interacts with	BNC2
2488	TFAP4	interacts with	XRCC5
2489	TFAP4	interacts with	BCL11B
2490	TFAP4	interacts with	RAPSN
2491	TFAP4	interacts with	MYF5
2492	TFAP4	interacts with	SYTL1
2493	TFAP4	interacts with	ESYT3
2494	UNK	interacts with	SPCS1
2495	UNK	interacts with	RAP1A
2496	UNK	interacts with	GARS
2497	UNK	interacts with	HSP90AB1
2498	UNK	interacts with	TAF1
2499	UNK	interacts with	YWHAB
2500	UNK	interacts with	USP34
2501	UNK	interacts with	EIF3A
2502	UNK	interacts with	HELZ
2503	UNK	interacts with	KPNB1
2504	UNK	interacts with	HMGCR
2505	UNK	interacts with	SPTBN1
2506	UNK	interacts with	H2AFY
2507	UNK	interacts with	CBX5
2508	TAF4	interacts with	SUMO1
2509	TAF4	interacts with	SP3
2510	TAF4	interacts with	KDM3B
2511	TAF4	interacts with	C2CD5
2512	TAF4	interacts with	NCOA3
2513	TAF4	interacts with	YWHAB
2514	TAF4	interacts with	INSR
2515	TAF4	interacts with	HIST1H3C
2516	TAF4	interacts with	HELZ
2517	TAF4	interacts with	SOX6
2518	TAF4	interacts with	NSD2
2519	TAF4	interacts with	HCFC1
2520	SMARCC1	interacts with	SUMO1
2521	SMARCC1	interacts with	SP3
2522	SMARCC1	interacts with	GARS
2523	SMARCC1	interacts with	HSP90AB1
2524	SMARCC1	interacts with	TAF1
2525	SMARCC1	interacts with	KDM3A
2526	SMARCC1	interacts with	MACF1
2527	SMARCC1	interacts with	NCOA3
2528	SMARCC1	interacts with	CCL14
2529	SMARCC1	interacts with	INSR
2530	SMARCC1	interacts with	ABL1
2531	SMARCC1	interacts with	RSRC1
2532	SMARCC1	interacts with	FUS
2533	SMARCC1	interacts with	EHMT2
2534	SMARCC1	interacts with	ZKSCAN2
2535	SMARCC1	interacts with	TAF4
2536	SMARCC1	interacts with	TRIT1
2537	SMARCC1	interacts with	HIST1H4E
2538	SMARCC1	interacts with	PYDC1
2539	SMARCC1	interacts with	GTF3C1
2540	SMARCC1	interacts with	TAF10
2541	SMARCC1	interacts with	SPNS1
2542	SMARCC1	interacts with	BCL11B
2543	SMARCC1	interacts with	KPNB1
2544	SMARCC1	interacts with	CBX5
2545	SMARCC1	interacts with	HNRNPA3
2546	SMARCC1	interacts with	HIST1H3C
2547	SMARCC1	interacts with	HIST1H3A
2548	SMARCC1	interacts with	POLR3F
2549	SMARCC1	interacts with	POLR3A
2550	SMARCC1	interacts with	XRCC5
2551	SMARCC1	interacts with	GATAD2A
2552	SMARCC1	interacts with	KDM5A
2553	SMARCC1	interacts with	KDM6B
2554	HNRNPA3	interacts with	SUMO1
2555	HNRNPA3	interacts with	SP3
2556	HNRNPA3	interacts with	KDM3B
2557	HNRNPA3	interacts with	CANX
2558	HNRNPA3	interacts with	C2CD5
2559	HNRNPA3	interacts with	ADD3
2560	HNRNPA3	interacts with	YWHAB
2561	HNRNPA3	interacts with	RPL4
2562	HNRNPA3	interacts with	A1CF
2563	HNRNPA3	interacts with	RALYL
2564	HNRNPA3	interacts with	EIF3A
2565	HNRNPA3	interacts with	EXOSC10
2566	HNRNPA3	interacts with	HIST1H4E
2567	HNRNPA3	interacts with	NKTR
2568	HNRNPA3	interacts with	HELZ
2569	HNRNPA3	interacts with	KPNA3
2570	HNRNPA3	interacts with	OIP5
2571	HNRNPA3	interacts with	CCP110
2572	HNRNPA3	interacts with	H2AFY
2573	HNRNPA3	interacts with	ELAVL2
2574	HNRNPA3	interacts with	NSD2
2575	HNRNPA3	interacts with	FUS
2576	HNRNPA3	interacts with	FOXO1
2577	HNRNPA3	interacts with	MRPL2
2578	HNRNPA3	interacts with	GTF3C2
2579	HNRNPA3	interacts with	LIN7C
2580	HNRNPA3	interacts with	SUGP2
2581	HNRNPA3	interacts with	NLGN1
2582	HNRNPA3	interacts with	XRCC5
2583	HNRNPA3	interacts with	SKOR1
2584	HNRNPA3	interacts with	DNHD1
2585	HNRNPA3	interacts with	CTNNBL1
2586	KNSTRN	interacts with	OIP5
2587	KNSTRN	interacts with	CCP110
2588	KNSTRN	interacts with	NSD2
2589	KNSTRN	interacts with	RSRC1
2590	KNSTRN	interacts with	CCDC34
2591	KNSTRN	interacts with	CENPF
2592	KNSTRN	interacts with	KIF22
2593	KNSTRN	interacts with	NAV1
2594	CRKL	interacts with	NCOA3
2595	NDE1	interacts with	UTRN
2596	NDE1	interacts with	CCP110
2597	NDE1	interacts with	TSNARE1
2598	NDE1	interacts with	CENPF
2599	NDE1	interacts with	AXIN1
2600	NDE1	interacts with	TTBK2
2601	SF3A3	interacts with	MAPK1
2602	SF3A3	interacts with	HSP90AB1
2603	SF3A3	interacts with	NBR1
2604	SF3A3	interacts with	YWHAB
2605	SF3A3	interacts with	LGR5
2606	SF3A3	interacts with	IPO4
2607	SF3A3	interacts with	MEA1
2608	SF3A3	interacts with	RPL4
2609	SF3A3	interacts with	SNU13
2610	SF3A3	interacts with	DNAJA3
2611	SF3A3	interacts with	NDUFS3
2612	SF3A3	interacts with	PSMC3
2613	SF3A3	interacts with	STAU1
2614	SF3A3	interacts with	EIF3A
2615	SF3A3	interacts with	EXOSC10
2616	SF3A3	interacts with	SMARCC1
2617	SF3A3	interacts with	HIST1H3C
2618	SF3A3	interacts with	PYDC1
2619	SF3A3	interacts with	KPNB1
2620	SF3A3	interacts with	THOC6
2621	SF3A3	interacts with	TIMM17A
2622	SF3A3	interacts with	SNRPC
2623	SF3A3	interacts with	ELAVL2
2624	SF3A3	interacts with	TAF11
2625	SF3A3	interacts with	FUS
2626	SF3A3	interacts with	TRIT1
2627	SF3A3	interacts with	HNRNPA3
2628	SF3A3	interacts with	CRKL
2629	SF3A3	interacts with	CTNNBL1
2630	SF3A3	interacts with	GTF3C2
2631	SF3A3	interacts with	CDAN1
2632	SF3A3	interacts with	THAP7
2633	SF3A3	interacts with	KIF22
2634	SF3A3	interacts with	XRCC5
2635	SF3A3	interacts with	SPNS1
2636	SF3A3	interacts with	CENPF
2637	SF3A3	interacts with	PTBP2
2638	SF3A3	interacts with	HCFC1
2639	SF3A3	interacts with	THAP11
2640	ERC1	interacts with	ZBTB18
2641	ERC1	interacts with	PRKCA
2642	ERC1	interacts with	UTRN
2643	NFATC3	interacts with	ADD3
2644	NFATC3	interacts with	NCOA3
2645	NFATC3	interacts with	CACNA1C
2646	NFATC3	interacts with	CAMK2G
2647	NFATC3	interacts with	UTRN
2648	NFATC3	interacts with	SPG7
2649	NFATC3	interacts with	NKTR
2650	NFATC3	interacts with	BCL2
2651	NFATC3	interacts with	ERC1
2652	NFATC3	interacts with	SUGP2
2653	NFATC3	interacts with	BTN3A2
2654	PTBP2	interacts with	SP3
2655	PTBP2	interacts with	TAF1
2656	PTBP2	interacts with	KCTD3
2657	PTBP2	interacts with	C2CD5
2658	PTBP2	interacts with	KDM3A
2659	PTBP2	interacts with	STAU1
2660	PTBP2	interacts with	AKT3
2661	PTBP2	interacts with	PPP2R2A
2662	PTBP2	interacts with	EIF3A
2663	PTBP2	interacts with	KDM5A
2664	PTBP2	interacts with	NKTR
2665	PTBP2	interacts with	HNRNPA3
2666	PTBP2	interacts with	XRCC5
2667	PTBP2	interacts with	NOVA1
2668	PTBP2	interacts with	CCP110
2669	PTBP2	interacts with	ELAVL2
2670	PTBP2	interacts with	FUS
2671	PTBP2	interacts with	ELAVL4
2672	PTBP2	interacts with	SUGP2
2673	PTBP2	interacts with	CASK
2674	STAU1	interacts with	MAP2K1
2675	STAU1	interacts with	SUMO1
2676	STAU1	interacts with	SP3
2677	STAU1	interacts with	CANX
2678	STAU1	interacts with	GARS
2679	STAU1	interacts with	MAPK1
2680	STAU1	interacts with	NCOA3
2681	STAU1	interacts with	YWHAB
2682	STAU1	interacts with	RRP8
2683	STAU1	interacts with	RPL4
2684	STAU1	interacts with	TMEM214
2685	STAU1	interacts with	DNAJA3
2686	STAU1	interacts with	HDLBP
2687	STAU1	interacts with	NDUFS3
2688	STAU1	interacts with	FUS
2689	STAU1	interacts with	KPNA3
2690	STAU1	interacts with	TAF4
2691	STAU1	interacts with	CDIPT
2692	STAU1	interacts with	HNRNPA3
2693	STAU1	interacts with	CRKL
2694	STAU1	interacts with	ARHGEF18
2695	STAU1	interacts with	PPP2R2A
2696	STAU1	interacts with	GTF3C2
2697	STAU1	interacts with	GTF3C1
2698	STAU1	interacts with	RPL28
2699	STAU1	interacts with	EIF3A
2700	STAU1	interacts with	ELAVL4
2701	STAU1	interacts with	KIF1C
2702	STAU1	interacts with	XRCC5
2703	STAU1	interacts with	KNOP1
2704	GTF3C2	interacts with	RPL4
2705	GTF3C2	interacts with	EXOSC10
2706	GTF3C2	interacts with	CASQ2
2707	GTF3C2	interacts with	GTF3C1
2708	GTF3C2	interacts with	SEPHS2
2709	ZNF106	interacts with	SUMO1
2710	ZNF106	interacts with	IGF2R
2711	ZNF106	interacts with	NBR1
2712	ZNF106	interacts with	MACF1
2713	ZNF106	interacts with	YWHAB
2714	ZNF106	interacts with	INSR
2715	ZNF106	interacts with	STK4
2716	ZNF106	interacts with	ZNF768
2717	ZNF106	interacts with	ABL1
2718	ZNF106	interacts with	NFATC3
2719	ZNF106	interacts with	HELZ
2720	ZNF106	interacts with	KPNA3
2721	ZNF106	interacts with	UTRN
2722	ZNF106	interacts with	ZFYVE21
2723	ZNF106	interacts with	FOXO1
2724	ZNF106	interacts with	EPHB2
2725	ZNF106	interacts with	PDLIM3
2726	ZNF106	interacts with	KNOP1
2727	ZNF106	interacts with	VPS39
2728	EIF3A	interacts with	SUMO1
2729	EIF3A	interacts with	GARS
2730	EIF3A	interacts with	C2CD5
2731	EIF3A	interacts with	NBR1
2732	EIF3A	interacts with	NCOA3
2733	EIF3A	interacts with	RRP8
2734	EIF3A	interacts with	RPL4
2735	EIF3A	interacts with	ZNF768
2736	EIF3A	interacts with	PRKCA
2737	EIF3A	interacts with	PPP2R2A
2738	EIF3A	interacts with	EXOSC10
2739	EIF3A	interacts with	CRKL
2740	EIF3A	interacts with	GTF3C2
2741	EIF3A	interacts with	RPL28
2742	TTBK2	interacts with	ZBTB18
2743	TTBK2	interacts with	DAPK2
2744	KATNAL1	interacts with	GARS
2745	KATNAL1	interacts with	TAF1
2746	KATNAL1	interacts with	RPL4
2747	KATNAL1	interacts with	SPG7
2748	KATNAL1	interacts with	PPP2R3A
2749	KATNAL1	interacts with	PEX6
2750	PYDC1	interacts with	NBR1
2751	PYDC1	interacts with	RRP8
2752	PYDC1	interacts with	DNAJA3
2753	PYDC1	interacts with	EIF3A
2754	PYDC1	interacts with	EXOSC10
2755	PYDC1	interacts with	OIP5
2756	PYDC1	interacts with	NSD2
2757	PYDC1	interacts with	POLR3A
2758	PYDC1	interacts with	ZNF202
2759	PYDC1	interacts with	KIF22
2760	PYDC1	interacts with	XRCC5
2761	PYDC1	interacts with	CTNNBL1
2762	PPP2R2A	interacts with	RPL4
2763	PPP2R2A	interacts with	PRKCA
2764	KPNB1	interacts with	SUMO1
2765	KPNB1	interacts with	PRKAR1A
2766	KPNB1	interacts with	CANX
2767	KPNB1	interacts with	MAPK1
2768	KPNB1	interacts with	HSP90AB1
2769	KPNB1	interacts with	TAF1
2770	KPNB1	interacts with	NBR1
2771	KPNB1	interacts with	MACF1
2772	KPNB1	interacts with	NCOA3
2773	KPNB1	interacts with	YWHAB
2774	KPNB1	interacts with	RRP8
2775	KPNB1	interacts with	PLCB2
2776	KPNB1	interacts with	ILK
2777	KPNB1	interacts with	RPL4
2778	KPNB1	interacts with	SNU13
2779	KPNB1	interacts with	TMEM214
2780	KPNB1	interacts with	HDLBP
2781	KPNB1	interacts with	STAU1
2782	KPNB1	interacts with	STK4
2783	KPNB1	interacts with	PPP2R2A
2784	KPNB1	interacts with	EIF3A
2785	KPNB1	interacts with	EXOSC10
2786	KPNB1	interacts with	NFATC3
2787	KPNB1	interacts with	KPNA3
2788	KPNB1	interacts with	PYDC1
2789	KPNB1	interacts with	H2AFY
2790	KPNB1	interacts with	NSD2
2791	KPNB1	interacts with	RSRC1
2792	KPNB1	interacts with	TAF11
2793	KPNB1	interacts with	FUS
2794	KPNB1	interacts with	HNRNPA3
2795	KPNB1	interacts with	GTF3C2
2796	KPNB1	interacts with	IGF1R
2797	KPNB1	interacts with	TAF10
2798	KPNB1	interacts with	PPP2R2C
2799	KPNB1	interacts with	XRCC5
2800	KPNB1	interacts with	CBX5
2801	KPNB1	interacts with	CTNNBL1
2802	KIF22	interacts with	EXOSC10
2803	KIF22	interacts with	OIP5
2804	HMGCR	interacts with	PTCH2
2805	HMGCR	interacts with	DYNLL2
2806	NIN	interacts with	SUMO1
2807	NIN	interacts with	PNPLA6
2808	NIN	interacts with	SNU13
2809	NIN	interacts with	STK4
2810	NIN	interacts with	NFATC3
2811	NIN	interacts with	ZFC3H1
2812	NIN	interacts with	CCP110
2813	NIN	interacts with	AXIN1
2814	NIN	interacts with	CASQ2
2815	NIN	interacts with	FUS
2816	NIN	interacts with	DOCK2
2817	NIN	interacts with	ERC1
2818	NIN	interacts with	BAIAP2
2819	NIN	interacts with	CCDC68
2820	XRCC5	interacts with	SUMO1
2821	XRCC5	interacts with	IGF2R
2822	XRCC5	interacts with	NCOA3
2823	XRCC5	interacts with	RPL4
2824	XRCC5	interacts with	PPP2R2A
2825	XRCC5	interacts with	EIF3A
2826	XRCC5	interacts with	MAST3
2827	XRCC5	interacts with	RPL28
2828	XRCC5	interacts with	EXOSC10
2829	XRCC5	interacts with	HMGCR
2830	XRCC5	interacts with	H2AFY
2831	XRCC5	interacts with	NSD2
2832	XRCC5	interacts with	HIST1H3A
2833	XRCC5	interacts with	CRKL
2834	XRCC5	interacts with	TIMM10B
2835	XRCC5	interacts with	GTF3C2
2836	XRCC5	interacts with	HYOU1
2837	XRCC5	interacts with	CENPF
2838	XRCC5	interacts with	CTNNBL1
2839	XRCC5	interacts with	KIF22
2840	CENPF	interacts with	MAP2K1
2841	CENPF	interacts with	SUMO1
2842	CENPF	interacts with	STX4
2843	CENPF	interacts with	OIP5
2844	CENPF	interacts with	KIF22
2845	YEATS2	interacts with	KDM3A
2846	YEATS2	interacts with	HIST1H3C
2847	YEATS2	interacts with	NSD2
2848	YEATS2	interacts with	HCFC1
2849	YEATS2	interacts with	TFAP4
2850	YEATS2	interacts with	ANKZF1
2851	YEATS2	interacts with	PPFIA4
2852	YEATS2	interacts with	KAT14
2853	CTNNBL1	interacts with	RPL4
2854	CTNNBL1	interacts with	ZNF768
2855	CTNNBL1	interacts with	PPP2R2A
2856	CTNNBL1	interacts with	EIF3A
2857	CTNNBL1	interacts with	EXOSC10
2858	CTNNBL1	interacts with	HIST1H4E
2859	CTNNBL1	interacts with	ELAVL2
2860	CTNNBL1	interacts with	MRPL2
2861	CTNNBL1	interacts with	GTF3C1
2862	CTNNBL1	interacts with	KIF22
2863	ABL1	interacts with	MAP2K1
2864	ABL1	interacts with	ZNF263
2865	ABL1	interacts with	IGF2R
2866	ABL1	interacts with	NCOA3
2867	ABL1	interacts with	TUB
2868	ABL1	interacts with	SLC6A7
2869	ABL1	interacts with	MAP2K5
2870	ABL1	interacts with	GPC1
2871	ABL1	interacts with	THY1
2872	ABL1	interacts with	SLIT3
2873	ABL1	interacts with	ZNF768
2874	ABL1	interacts with	PRKCA
2875	ABL1	interacts with	MAP2K6
2876	ABL1	interacts with	UTRN
2877	ABL1	interacts with	SPTBN1
2878	ABL1	interacts with	NSD2
2879	ABL1	interacts with	BCL2
2880	ABL1	interacts with	NSUN3
2881	ABL1	interacts with	DUSP6
2882	ABL1	interacts with	CRKL
2883	ABL1	interacts with	ARHGEF18
2884	ABL1	interacts with	AGPAT1
2885	ABL1	interacts with	DOCK3
2886	ABL1	interacts with	GTF3C1
2887	SUMO1	interacts with	RAP1A
2888	SUMO1	interacts with	H2AFY
2889	SUMO1	interacts with	ZBTB18
