description	name	p_value	precision	recall	query_size	effective_domain_size	intersection_size	native	source	term_size	intersections	community
"""A process in which a host organism stops, prevents or reduces the frequency, rate or extent of a process being mediated by a virus with which it is infected."" [GOC:jl]"	negative regulation by host of viral process	0.04183690151254126	0.3333333333333333	0.058823529411764705	3	18123	1	GO:0044793	GO:BP	17	['EIF2AK4']	C910
"""Any process that modulates the frequency, rate or extent of translation initiation, as a result of a stimulus indicating the organism is under stress."" [GOC:jl]"	regulation of translational initiation in response to stress	0.04183690151254126	0.3333333333333333	0.058823529411764705	3	18123	1	GO:0043558	GO:BP	17	['EIF2AK4']	C910
"""Any process that stops, prevents, or reduces the frequency, rate or extent of translational initiation."" [GOC:go_curators]"	negative regulation of translational initiation	0.04495550773688078	0.3333333333333333	0.05263157894736842	3	18123	1	GO:0045947	GO:BP	19	['EIF2AK4']	C910
"""A process by which viral mRNA is translated into viral protein, using the host cellular machinery."" [GOC:bf, GOC:jl, ISBN:0781702534]"	viral translation	0.04556642032081661	0.3333333333333333	0.05	3	18123	1	GO:0019081	GO:BP	20	['EIF2AK4']	C910
"""A process in which a host organism modulates the frequency, rate or extent of viral genome replication."" [GOC:jl]"	modulation by host of viral genome replication	0.0461334538292451	0.3333333333333333	0.047619047619047616	3	18123	1	GO:0044827	GO:BP	21	['EIF2AK4']	C910
"""The process in which a virus effects a change in the processes and activities of its host organism."" [GOC:jl]"	modulation by virus of host cellular process	0.04666114748980799	0.3333333333333333	0.045454545454545456	3	18123	1	GO:0019054	GO:BP	22	['EIF2AK4']	C910
"""Any process that activates or increases the frequency, rate or extent of long-term synaptic potentiation."" [GOC:BHF, GOC:TermGenie]"	positive regulation of long-term synaptic potentiation	0.04715343529979208	0.3333333333333333	0.043478260869565216	3	18123	1	GO:1900273	GO:BP	23	['EIF2AK4']	C910
"""Any process that modulates the ability of the translational apparatus to interpret the genetic code."" [GOC:dph, GOC:tb]"	regulation of translational fidelity	0.04761374364392834	0.3333333333333333	0.041666666666666664	3	18123	1	GO:0006450	GO:BP	24	['DTD1']	C910
"""Modulation of the frequency, rate or extent of translation as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl]"	regulation of translation in response to stress	0.04804507060886929	0.3333333333333333	0.04	3	18123	1	GO:0043555	GO:BP	25	['EIF2AK4']	C910
"""The series of molecular signals generated in response to diverse stress stimuli required to restore cellular homeostasis. The core event in this pathway is the phosphorylation of eIF2 alpha by one of four members of the eIF2a kinase family (EIF2AK1/HRI, EIF2AK2/PKR, EIF2AK3/PERK and EIF2AK4/GCN2), which leads to a decrease in global protein synthesis and the induction of selected genes, including the transcription factor ATF4, that together promote cellular recovery."" [PMID:27629041]"	integrated stress response signaling	0.04845005087680846	0.3333333333333333	0.038461538461538464	3	18123	1	GO:0140467	GO:BP	26	['EIF2AK4']	C910
"""Any process that modulates the rate, frequency or extent of the behavior associated with the intake of food."" [GOC:BHF, GOC:dph, GOC:tb]"	regulation of feeding behavior	0.04883100916733444	0.3333333333333333	0.037037037037037035	3	18123	1	GO:0060259	GO:BP	27	['EIF2AK4']	C910
"""The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."" [GOC:mah]"	protein demethylation	1.3669689146049355e-14	0.32	0.23529411764705882	25	18123	8	GO:0006482	GO:BP	34	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A']	C886
"""The removal of an alkyl group from a protein amino acid. An alkyl group is any group derived from an alkane by removal of one hydrogen atom."" [GOC:ai]"	protein dealkylation	1.3669689146049355e-14	0.32	0.23529411764705882	25	18123	8	GO:0008214	GO:BP	34	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A']	C886
"""The modification of histones by removal of methyl groups."" [GOC:ai]"	histone demethylation	1.3669689146049355e-14	0.32	0.25	25	18123	8	GO:0016577	GO:BP	32	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A']	C886
"""The modification of a histone by the removal of a methyl group from a lysine residue."" [GOC:mah]"	histone lysine demethylation	1.3669689146049355e-14	0.32	0.26666666666666666	25	18123	8	GO:0070076	GO:BP	30	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A']	C886
"""The process of removing one or more methyl groups from a molecule."" [GOC:BHF, GOC:rl]"	demethylation	8.779226009202554e-12	0.32	0.10810810810810811	25	18123	8	GO:0070988	GO:BP	74	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A']	C886
"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	histone modification	9.848925031014075e-07	0.36	0.019067796610169493	25	18123	9	GO:0016570	GO:BP	472	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A', 'UBR2']	C886
"""The alteration of DNA or protein in chromatin by the covalent addition or removal of chemical groups."" [GOC:mah, GOC:vw]"	covalent chromatin modification	1.0882382895387906e-06	0.36	0.018518518518518517	25	18123	9	GO:0016569	GO:BP	486	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A', 'UBR2']	C886
"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic chromatin."" [GOC:mah, GOC:vw, PMID:20404130]"	chromatin organization	9.508152119737064e-05	0.36	0.010727056019070322	25	18123	9	GO:0006325	GO:BP	839	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A', 'UBR2']	C886
"""The modification of histone H3 by the removal of a methyl group from lysine at position 9 of the histone."" [GOC:mah]"	histone H3-K9 demethylation	9.508152119737064e-05	0.12	0.2	25	18123	3	GO:0033169	GO:BP	15	['KDM3B', 'PHF2', 'KDM3A']	C886
"""Dynamic structural changes to eukaryotic chromatin occurring throughout the cell division cycle. These changes range from the local changes necessary for transcriptional regulation to global changes necessary for chromosome segregation."" [GOC:jid, GOC:vw, PMID:12697820]"	chromatin remodeling	0.0009405605596392581	0.2	0.02252252252252252	25	18123	5	GO:0006338	GO:BP	222	['PHF2', 'KDM5D', 'KDM6B', 'KDM5A', 'KDM6A']	C886
"""The modification of histone H3 by the removal of a methyl group from a trimetylated lysine at position 4 of the histone."" [GOC:mah]"	histone H3-K4 demethylation, trimethyl-H3-K4-specific	0.001245216285463589	0.08	0.4	25	18123	2	GO:0034721	GO:BP	5	['KDM5D', 'KDM5A']	C886
"""The modification of histone H3 by the removal of a methyl group from lysine at position 27 of the histone."" [GOC:sp, PMID:20023638]"	histone H3-K27 demethylation	0.001245216285463589	0.08	0.4	25	18123	2	GO:0071557	GO:BP	5	['KDM6B', 'KDM6A']	C886
"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	chromosome organization	0.0018260743434380506	0.36	0.007086614173228346	25	18123	9	GO:0051276	GO:BP	1270	['KDM3B', 'PHF2', 'KDM5D', 'KDM6B', 'KDM8', 'KDM5A', 'KDM3A', 'KDM6A', 'UBR2']	C886
"""The modification of histone H3 by the removal of a methyl group from lysine at position 4 of the histone."" [GOC:mah]"	histone H3-K4 demethylation	0.0038293968101698276	0.08	0.2222222222222222	25	18123	2	GO:0034720	GO:BP	9	['KDM5D', 'KDM5A']	C886
"""Any process that stops, prevents or reduces the frequency, rate or extent of chromatin organization."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:vw, PMID:654321]"	negative regulation of chromatin organization	0.0052329741199053275	0.12	0.046153846153846156	25	18123	3	GO:1905268	GO:BP	65	['PHF2', 'KDM5A', 'KDM3A']	C886
"""The chemical reactions and pathways resulting in the formation of proteoglycans, any glycoprotein in which the carbohydrate units are glycosaminoglycans."" [GOC:mah, ISBN:0198506732]"	proteoglycan biosynthetic process	3.7816030560059547e-13	1.0	0.09375	6	18123	6	GO:0030166	GO:BP	64	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving proteoglycans, any glycoprotein in which the carbohydrate units are glycosaminoglycans."" [GOC:mah, ISBN:0198506732]"	proteoglycan metabolic process	1.5701908867854726e-12	1.0	0.06666666666666667	6	18123	6	GO:0006029	GO:BP	90	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of chondroitin sulfate, any member of a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues, the repeat units of which consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."" [GOC:mah, ISBN:0198506732]"	chondroitin sulfate biosynthetic process	1.6169338532593663e-12	0.8333333333333334	0.2	6	18123	5	GO:0030206	GO:BP	25	['CSPG5', 'CSPG4', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of chondroitin sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are chondroitin sulfate. Chondroitin sulfates are a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues; the repeat units consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."" [GOC:ai]"	chondroitin sulfate proteoglycan biosynthetic process	2.1380246898861132e-12	0.8333333333333334	0.16666666666666666	6	18123	5	GO:0050650	GO:BP	30	['CSPG5', 'CSPG4', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving mucopolysaccharide."" [GO_REF:0000068, GOC:dph, GOC:TermGenie, PMID:4236091]"	mucopolysaccharide metabolic process	2.1380246898861132e-12	1.0	0.05172413793103448	6	18123	6	GO:1903510	GO:BP	116	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of glycosaminoglycans, any of a group of polysaccharides that contain amino sugars."" [ISBN:0192800981]"	glycosaminoglycan biosynthetic process	2.1380246898861132e-12	1.0	0.056074766355140186	6	18123	6	GO:0006024	GO:BP	107	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."" [GOC:ai, ISBN:0198506732]"	aminoglycan biosynthetic process	2.1380246898861132e-12	1.0	0.05263157894736842	6	18123	6	GO:0006023	GO:BP	114	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving chondroitin sulfate, any member of a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues, the repeat units of which consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate. They usually occur linked to a protein to form proteoglycans. Two subgroups exist, one in which the sulfate is on the 4-position (chondroitin sulfate A) and the second in which it is in the 6-position (chondroitin sulfate C). They often are polydisperse and often differ in the degree of sulfation from tissue to tissue. The chains of repeating disaccharide are covalently linked to the side chains of serine residues in the polypeptide backbone of a protein by a glycosidic attachment through the trisaccharide unit galactosyl-galactosyl-xylosyl. Chondroitin sulfate B is more usually known as dermatan sulfate."" [GOC:mah, ISBN:0198506732]"	chondroitin sulfate metabolic process	7.50438092322392e-12	0.8333333333333334	0.125	6	18123	5	GO:0030204	GO:BP	40	['CSPG5', 'CSPG4', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving glycosaminoglycans, any one of a group of polysaccharides that contain amino sugars. Formerly known as mucopolysaccharides, they include hyaluronic acid and chondroitin, which provide lubrication in joints and form part of the matrix of cartilage. The three-dimensional structure of these molecules enables them to trap water, which forms a gel and gives glycosaminoglycans their elastic properties."" [ISBN:0192800981]"	glycosaminoglycan metabolic process	1.114446390531081e-11	1.0	0.03773584905660377	6	18123	6	GO:0030203	GO:BP	159	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving chondroitin sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are chondroitin sulfate. Chondroitin sulfates are a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues; the repeat units consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."" [GOC:ai]"	chondroitin sulfate proteoglycan metabolic process	1.114446390531081e-11	0.8333333333333334	0.1111111111111111	6	18123	5	GO:0050654	GO:BP	45	['CSPG5', 'CSPG4', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."" [GOC:ai, ISBN:0198506732]"	aminoglycan metabolic process	1.5640603743885327e-11	1.0	0.03468208092485549	6	18123	6	GO:0006022	GO:BP	173	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]"	sulfur compound biosynthetic process	2.9698275480970724e-11	1.0	0.03076923076923077	6	18123	6	GO:0044272	GO:BP	195	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of dermatan sulfate, any glycosaminoglycan with repeats consisting of beta-(1,4)-linked L-iduronyl-beta-(1,3)-N-acetyl-D-galactosamine 4-sulfate units."" [GOC:mah, ISBN:0198506732]"	dermatan sulfate biosynthetic process	3.15015987703417e-11	0.6666666666666666	0.3333333333333333	6	18123	4	GO:0030208	GO:BP	12	['CSPG5', 'CSPG4', 'CHST14', 'NCAN']	C912
"""The chemical reactions and pathways involving dermatan sulfate, any of a group of glycosaminoglycans with repeats consisting of beta-(1,4)-linked L-iduronyl-beta-(1,3)-N-acetyl-D-galactosamine 4-sulfate units. They are important components of ground substance or intercellular cement of skin and some connective tissues."" [GOC:mah, ISBN:0198506732]"	dermatan sulfate metabolic process	5.914255181555845e-11	0.6666666666666666	0.2857142857142857	6	18123	4	GO:0030205	GO:BP	14	['CSPG5', 'CSPG4', 'CHST14', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the formation of dermatan sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are dermatan sulfate (chondroitin sulfate B). Dermatan sulfate is a glycosaminoglycan with repeats consisting of beta-(1,4)-linked L-iduronyl-beta-(1,3)-N-acetyl-D-galactosamine 4-sulfate units."" [GOC:ai]"	dermatan sulfate proteoglycan biosynthetic process	7.52656889297898e-11	0.6666666666666666	0.26666666666666666	6	18123	4	GO:0050651	GO:BP	15	['CSPG5', 'CSPG4', 'CHST14', 'NCAN']	C912
"""The chemical reactions and pathways involving dermatan sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are dermatan sulfate (chondroitin sulfate B). Dermatan sulfate is a glycosaminoglycan with repeats consisting of beta-(1,4)-linked L-iduronyl-beta-(1,3)-N-acetyl-D-galactosamine 4-sulfate units."" [GOC:ai]"	dermatan sulfate proteoglycan metabolic process	1.2300871500934669e-10	0.6666666666666666	0.23529411764705882	6	18123	4	GO:0050655	GO:BP	17	['CSPG5', 'CSPG4', 'CHST14', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the formation of glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"	glycoprotein biosynthetic process	6.887871657080342e-10	1.0	0.01729106628242075	6	18123	6	GO:0009101	GO:BP	347	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving the nonmetallic element sulfur or compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:ai]"	sulfur compound metabolic process	1.2772586375564524e-09	1.0	0.015463917525773196	6	18123	6	GO:0006790	GO:BP	388	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"	glycoprotein metabolic process	2.1880307768527474e-09	1.0	0.014018691588785047	6	18123	6	GO:0009100	GO:BP	428	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]"	carbohydrate derivative biosynthetic process	3.571277633052368e-08	1.0	0.008746355685131196	6	18123	6	GO:1901137	GO:BP	686	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the breakdown of chondroitin sulfate, any member of a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues, the repeat units of which consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."" [GOC:mah, ISBN:0198506732]"	chondroitin sulfate catabolic process	8.655721917505736e-08	0.5	0.21428571428571427	6	18123	3	GO:0030207	GO:BP	14	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The chemical reactions and pathways involving carbohydrate derivative."" [GOC:TermGenie]"	carbohydrate derivative metabolic process	7.346135373312094e-07	1.0	0.005208333333333333	6	18123	6	GO:1901135	GO:BP	1152	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the breakdown of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]"	sulfur compound catabolic process	5.358651391840428e-06	0.5	0.05555555555555555	6	18123	3	GO:0044273	GO:BP	54	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the breakdown of glycosaminoglycans, any one of a group of polysaccharides that contain amino sugars."" [ISBN:0192800981]"	glycosaminoglycan catabolic process	7.444816131550791e-06	0.5	0.04918032786885246	6	18123	3	GO:0006027	GO:BP	61	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the breakdown of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."" [GOC:ai, ISBN:0198506732]"	aminoglycan catabolic process	9.506046180912147e-06	0.5	0.04477611940298507	6	18123	3	GO:0006026	GO:BP	67	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	organonitrogen compound biosynthetic process	1.2144987489170439e-05	1.0	0.0031762837480148226	6	18123	6	GO:1901566	GO:BP	1889	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the breakdown of carbohydrate derivative."" [GOC:TermGenie]"	carbohydrate derivative catabolic process	0.0002303211504673929	0.5	0.015151515151515152	6	18123	3	GO:1901136	GO:BP	198	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The chemical reactions and pathways resulting in the formation of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [ISBN:0198506732]"	carbohydrate biosynthetic process	0.0003211036388832463	0.5	0.013392857142857142	6	18123	3	GO:0016051	GO:BP	224	['CHST14', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."" [GOC:mah]"	cellular macromolecule biosynthetic process	0.004144243125889662	1.0	0.001180869907498524	6	18123	6	GO:0034645	GO:BP	5081	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	macromolecule biosynthetic process	0.0043187198624807625	1.0	0.0011661807580174927	6	18123	6	GO:0009059	GO:BP	5145	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The process of creating an elongation or projection from a glial cell."" [GOC:ha, PMID:27131624]"	glial cell projection elongation	0.005296405475289312	0.16666666666666666	0.5	6	18123	1	GO:0106091	GO:BP	2	['CSPG5']	C912
"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule."" [GOC:mah, ISBN:0198506732]"	carbohydrate metabolic process	0.00633031900502577	0.5	0.004672897196261682	6	18123	3	GO:0005975	GO:BP	642	['CHST14', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	protein metabolic process	0.00904109439322338	1.0	0.0010148849797023004	6	18123	6	GO:0019538	GO:BP	5912	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]"	cellular biosynthetic process	0.011788321832215934	1.0	0.000966183574879227	6	18123	6	GO:0044249	GO:BP	6210	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	organic substance biosynthetic process	0.012448869586062249	1.0	0.0009528346831824678	6	18123	6	GO:1901576	GO:BP	6297	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	biosynthetic process	0.01322882986878367	1.0	0.0009388202159286497	6	18123	6	GO:0009058	GO:BP	6391	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	organonitrogen compound metabolic process	0.020459253352375563	1.0	0.0008690614136732329	6	18123	6	GO:1901564	GO:BP	6904	['CSPG5', 'CSPG4', 'CHST14', 'NCAN', 'CHST13', 'CHST9']	C912
"""Cell-cell signaling between presynapse and postsynapse, across the synaptic cleft, that modulates the synaptic transmission properties of the synapse."" [GOC:dos]"	trans-synaptic signaling, modulating synaptic transmission	0.02373464753846809	0.16666666666666666	0.09090909090909091	6	18123	1	GO:0099550	GO:BP	11	['CSPG5']	C912
"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	gliogenesis	0.027942059252642447	0.3333333333333333	0.006289308176100629	6	18123	2	GO:0042063	GO:BP	318	['CSPG5', 'CSPG4']	C912
"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	organonitrogen compound catabolic process	0.04538411737488775	0.5	0.002181818181818182	6	18123	3	GO:1901565	GO:BP	1375	['CSPG5', 'CSPG4', 'NCAN']	C912
"""The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	substrate-dependent cell migration	0.04790957086970979	0.16666666666666666	0.041666666666666664	6	18123	1	GO:0006929	GO:BP	24	['CSPG4']	C912
"""The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."" [GOC:go_curators]"	calcium-ion regulated exocytosis	1.0474616783523462e-19	0.7142857142857143	0.15151515151515152	14	18123	10	GO:0017156	GO:BP	66	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'UNC13B', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	regulation of calcium ion-dependent exocytosis	3.1611012889017647e-19	0.6428571428571429	0.21951219512195122	14	18123	9	GO:0017158	GO:BP	41	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	regulation of regulated secretory pathway	3.6635408904823537e-19	0.7857142857142857	0.07586206896551724	14	18123	11	GO:1903305	GO:BP	145	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any signal release from a synapse."" [GOC:dos]"	signal release from synapse	4.357507369924014e-19	0.7857142857142857	0.07142857142857142	14	18123	11	GO:0099643	GO:BP	154	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission."" [GOC:dph]"	neurotransmitter secretion	4.357507369924014e-19	0.7857142857142857	0.07142857142857142	14	18123	11	GO:0007269	GO:BP	154	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	regulation of exocytosis	1.0823544415274835e-17	0.7857142857142857	0.052884615384615384	14	18123	11	GO:0017157	GO:BP	208	['SYT6', 'DOC2A', 'SYT2', 'SYT1', 'SYT9', 'RIMS4', 'SYT7', 'UNC13D', 'SYT17', 'SYT12', 'SYT4']	C891
"""Any process that modulates levels of neurotransmitter."" [GOC:jl]"	regulation of neurotransmitter levels	1.648191659573327e-17	0.7857142857142857	0.049773755656108594	14	18123	11	GO:0001505	GO:BP	221	['SYT6', 'DOC2A', 'SYT2', 'RPH3A', 'SYT1', 'SYT9', 'RIMS4', 'UNC13B', 'SYT7', 'SYT12', 'SYT4']	C891
"""Any process that modulates the frequency, rate or extent of the regulated release of dopamine."" [GOC:ef]"	regulation of dopamine secretion	1.648191659573327e-17	0.5714285714285714	0.2222222222222222	14	18123	8	GO:0014059	GO:BP	36	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
"""The regulated release of dopamine by a cell. Dopamine is a catecholamine and a precursor of adrenaline and noradrenaline. It acts as a neurotransmitter in the central nervous system but it is also produced peripherally and acts as a hormone."" [GOC:ef]"	dopamine secretion	1.648191659573327e-17	0.5714285714285714	0.2222222222222222	14	18123	8	GO:0014046	GO:BP	36	['SYT6', 'SYT2', 'SYT1', 'SYT9', 'SYT7', 'SYT17', 'SYT12', 'SYT4']	C891
