phenotype	description	h2_liability	h2_liability_se	h2_observed	h2_observed_se	h2_z	h2_p	h2_sig	confidence	notes	intercept	intercept_se	intercept_z	intercept_p	lambdaGC	mean_chi2	ratio	ratio_se	n	Neff	variable_type	isBinary	n_cases	n_controls	prevalence	source	sex	isNotPrimary	isBadPower	isLowNeff	isMidNeff	isExtremeSE	isHighSE	isSexBias	isBadOrdinal	isNumericOrdinal
KRA_PSY_DEMENTIA	Any dementia	0.028117378	0.242063277	0.00022862	0.001968194	0.116157139	0.453764003	NA	none	isBadPower;	1.005718302	0.008847516	0.64631728	0.259036949	1.020946626	1.01918495	0.298061888	0.46116961	361194	971.35	binary	TRUE	243	360951	0.000672769	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
KRA_PSY_PERSON	Personality disorders	0.72992376	0.425201481	0.003619921	0.002108707	1.716653852	0.043021218	NA	none	isBadPower;	0.986823999	0.008667693	-1.520127843	0.935760576	1.00753792	1.008796409	-1.497884143	0.985367218	361194	543.8	binary	TRUE	136	361058	0.000376529	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
KRA_PSY_SUBSTANCE	Substance abuse	-0.065297312	0.080615572	-0.001475654	0.001821832	-0.809983856	0.791025273	NA	none	isBadPower;isSexBias;	1.016267451	0.007924983	2.05267949	0.020051836	1.015201989	1.021566437	0.754294756	0.367468355	361194	3320.33	binary	TRUE	832	360362	0.002303471	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
L02	"Diagnoses - main ICD10: L02 Cutaneous abscess, furuncle and carbuncle"	0.002559562	0.060082163	0.000102425	0.002404281	0.042601024	0.48300979	NA	low	isLowNeff;	1.019785316	0.009360147	2.11378262	0.017266919	1.020407378	1.023296999	0.849264572	0.401774792	361194	6756.11	binary	TRUE	1697	359497	0.004698306	icd10	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L03	Diagnoses - main ICD10: L03 Cellulitis	0.100955069	0.033324127	0.008181553	0.002700638	3.029488777	0.00122484	NA	low	isLowNeff;	0.992066353	0.010197181	-0.778023515	0.781722425	1.03459477	1.041146924	-0.192812633	0.247823658	361194	16788.25	binary	TRUE	4247	356947	0.011758224	icd10	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L05	Diagnoses - main ICD10: L05 Pilonidal cyst	0.085196898	0.170393493	0.001039709	0.002079415	0.500000891	0.308537225	NA	none	isBadPower;	1.002881412	0.008079305	0.356641046	0.360680272	1.022835116	1.013587778	0.212059087	0.594600899	361194	1574.28	binary	TRUE	394	360800	0.001090827	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L08	Diagnoses - main ICD10: L08 Other local infections of skin and subcutaneous tissue	0.153015946	0.14213086	0.002131964	0.001980302	1.076584957	0.140832864	NA	none	isBadPower;	1.005602447	0.007865615	0.712270668	0.238148592	1.014455182	1.012032973	0.465591268	0.653671826	361194	1845.64	binary	TRUE	462	360732	0.001279091	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_ACTINKERA	Actinic keratosis	0.166519839	0.062515685	0.005554589	0.002085331	2.663648964	0.003864909	NA	low	isLowNeff;	0.989970958	0.008500539	-1.179812423	0.880962586	1.023375005	1.022597843	-0.443805286	0.376165972	361194	5375.85	binary	TRUE	1349	359845	0.003734835	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_ATROPHICSKIN	Atrophic disorders of skin	-0.002734151	0.050191947	-0.000112449	0.002064272	-0.0544739	0.521721199	NA	low	isLowNeff;	0.999195398	0.00849931	-0.094666728	0.537710227	1.006347681	1.002591309	-0.310500103	3.279928557	361194	6993.81	binary	TRUE	1757	359437	0.004864422	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_DERM_NAS	Other and unspecified dermatitis	-0.283080758	0.21499284	-0.002902569	0.002204429	-1.316698536	0.906030153	NA	none	isBadPower;	1.009774866	0.008497271	1.15035351	0.12499915	0.997621006	0.999282137	NA	NA	361194	1278.87	binary	TRUE	320	360874	0.00088595	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_DERMATITISNAS	Other and unspecified dermatitis	-0.313413812	0.196349476	-0.003439445	0.002154765	-1.596203965	0.944778369	NA	none	isBadPower;	1.010494378	0.008315033	1.262096915	0.103456958	1.003820757	1.000359765	29.17010015	23.11240905	361194	1386.67	binary	TRUE	347	360847	0.000960703	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_EPIDERMALTHICKOTH	Other epidermal thickening	-0.017792133	0.162645821	-0.000232634	0.002126611	-0.109391887	0.543554166	NA	none	isBadPower;	1.00135362	0.00797685	0.169693494	0.432625595	1.009741718	1.006692566	0.20225719	1.191897136	361194	1709.97	binary	TRUE	428	360766	0.001184959	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening	-0.027437021	0.163194743	-0.000348241	0.002071327	-0.168124416	0.566757299	NA	none	isBadPower;	1.002326561	0.007988094	0.291253636	0.385428672	1.007389102	1.006474722	0.359329912	1.233735367	361194	1650.11	binary	TRUE	413	360781	0.00114343	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_ERYTH_NAS	Other and unspecified erythematous conditions	-0.542959975	0.486284101	-0.002208593	0.001978053	-1.116548893	0.867906373	NA	none	isBadPower;	1.00782541	0.008327301	0.939729388	0.173678193	1.002543641	0.997589152	NA	NA	361194	431.87	binary	TRUE	108	361086	0.000299008	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_ERYTHEMATOUSOTH	Other erythematous conditions	-0.571146033	0.431857974	-0.002507319	0.001895847	-1.3225321	0.907004486	NA	none	isBadPower;	1.006513418	0.008530501	0.763544542	0.222569355	1.000051155	0.996885305	NA	NA	361194	471.85	binary	TRUE	118	361076	0.000326694	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_FOLICULAROTH	Other follicular disorders	-0.16000563	0.263972051	-0.001332605	0.002198489	-0.606146102	0.72779113	NA	none	isBadPower;	1.004339566	0.008746911	0.496125597	0.3099029	0.999695339	1.003239225	1.339692789	2.700309753	361194	999.31	binary	TRUE	250	360944	0.000692149	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_FOLLICULARNAS	Other and unspecified follicular disorders	-0.407911524	0.513301097	-0.001646007	0.002071275	-0.794682744	0.786600964	NA	none	isBadPower;	1.007647774	0.008822933	0.866806365	0.193024057	0.997857964	0.996107111	NA	NA	361194	427.87	binary	TRUE	107	361087	0.00029624	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_FOREIGNBODYGRANULOMA	Foreign body granuloma of skin and subcutaneous tissue	0.242776049	0.481894829	0.000955921	0.001897442	0.503794677	0.307202834	NA	none	isBadPower;	1.005832002	0.008384662	0.695556044	0.243353451	1.012335749	1.012262532	0.475595304	0.683762737	361194	415.88	binary	TRUE	104	361090	0.000287934	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_GRANULOMASKINNAS	Other and unspecified granulomatous disorders of skin and subcutaneous tissue	-0.113064804	0.29919631	-0.000766123	0.002027344	-0.377895049	0.64724572	NA	none	isBadPower;	1.000647879	0.008560502	0.075682364	0.469835904	0.9992803	0.998938996	NA	NA	361194	783.57	binary	TRUE	196	360998	0.000542645	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	-0.051148624	0.178156132	-0.00057617	0.002006861	-0.287099993	0.612982121	NA	none	isBadPower;	1.009274568	0.008429722	1.10022227	0.135617645	1.010218532	1.003626428	2.557493918	2.324524769	361194	1430.58	binary	TRUE	358	360836	0.000991157	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_HIDRADENITISSUP	Hidradenitis suppurativa	0.197735052	0.422397094	0.000974443	0.002081582	0.468125977	0.319847252	NA	none	isBadPower;	0.989056528	0.008775966	-1.246982019	0.893797955	0.99566718	1.001966833	-5.564006847	4.461978409	361194	539.8	binary	TRUE	135	361059	0.00037376	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_HYPERTROPHICNAS	Other and unspecified hypertrophic disorders of skin	0.022454962	0.133855036	0.000321829	0.00191844	0.167755827	0.433387687	NA	none	isBadPower;	1.001198001	0.008552428	0.140077285	0.444299464	1.01648714	1.007469417	0.160387474	1.144992737	361194	1909.47	binary	TRUE	478	360716	0.001323389	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_HYPERTROPHICSKIN	Hypertrophic disorders of skin	-0.129604619	0.107104514	-0.002330103	0.001925584	-1.210076161	0.886875165	NA	none	isBadPower;	1.012963698	0.008718971	1.486837955	0.068528807	1.012037415	1.011637159	1.113991593	0.749235375	361194	2511.62	binary	TRUE	629	360565	0.001741446	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_HYPETROPHICSCAR	Hypertrophic scar	-0.380255126	0.411335731	-0.002085968	0.002256467	-0.924439813	0.822371313	NA	none	isBadPower;	1.003918195	0.00849414	0.461282158	0.322298092	0.987399516	0.993250697	NA	NA	361194	611.74	binary	TRUE	153	361041	0.000423595	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	0.137276784	0.134442206	0.002018529	0.001976849	1.021083985	0.153607325	NA	none	isBadPower;	1.005870935	0.007865161	0.746448197	0.227698357	1.012395421	1.011844199	0.495680205	0.664051715	361194	1969.31	binary	TRUE	493	360701	0.001364917	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	0.024945297	0.226266888	0.000221704	0.002010971	0.110247227	0.456106654	NA	none	isBadPower;isSexBias;	1.006022007	0.008013586	0.751474695	0.226183512	1.007091498	1.000703914	8.555036499	11.38433078	361194	1079.19	binary	TRUE	270	360924	0.000747521	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	-0.340476554	0.421010785	-0.001592167	0.001968768	-0.808712191	0.790659643	NA	none	isBadPower;	1.005028961	0.008214434	0.612210289	0.270199318	1.001356356	0.999236355	NA	NA	361194	507.82	binary	TRUE	127	361067	0.000351612	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_NAIL_INGROW	Ingrowing nail	0.137116434	0.101714972	0.002628047	0.001949523	1.34804573	0.088821837	NA	none	isBadPower;	0.995867712	0.008048295	-0.513436399	0.696176955	1.014933107	1.010331407	-0.399973353	0.779012462	361194	2714.88	binary	TRUE	680	360514	0.001882645	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_NAILDIS	Nail disorders	0.092071837	0.080770146	0.002255728	0.001978841	1.139924119	0.127158958	NA	none	isBadPower;	0.993676495	0.008063427	-0.784220501	0.783544631	1.007627217	1.008614821	-0.734026294	0.935994778	361194	3666.65	binary	TRUE	919	360275	0.002544339	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_NAILNAS	Other and unspecified nail disorders	0.070248505	0.300257268	0.000465653	0.0019903	0.233961049	0.407507609	NA	none	isBadPower;	1.000795821	0.00807665	0.09853356	0.460754312	1.006347681	1.00890114	0.089406639	0.907372464	361194	763.6	binary	TRUE	191	361003	0.000528802	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	0.151591685	0.058986946	0.005504842	0.002142029	2.56991921	0.005086112	NA	low	isLowNeff;	0.989256739	0.008679874	-1.23772083	0.892090204	1.018281732	1.022933172	-0.468459464	0.378485562	361194	5979.05	binary	TRUE	1501	359693	0.004155662	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	-0.71359304	0.456344234	-0.003314385	0.002119556	-1.56371657	0.941057928	NA	none	isBadPower;	1.016656947	0.009012321	1.848241727	0.032283691	1.002306128	1.01152817	1.444890831	0.781765074	361194	503.82	binary	TRUE	126	361068	0.000348843	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_OTHERDISSKINANDSUBCUTIS	"Other disorders of skin and subcutaneous tissue, not elsewhere classified"	0.024389696	0.027976691	0.001941652	0.002227211	0.871786307	0.191662483	NA	low	isLowNeff;	0.995308078	0.008702234	-0.539162956	0.705112791	1.00989071	1.008948026	-0.524352794	0.972531195	361194	16397.55	binary	TRUE	4147	357047	0.011481365	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_OTHERMELANIN	Other melanin hyperpigmentation	0.003285144	0.201723372	3.35E-05	0.002057512	0.01628539	0.493503357	NA	none	isBadPower;	0.998718404	0.007694242	-0.166565536	0.566144044	0.992740031	0.992398791	NA	NA	361194	1270.88	binary	TRUE	318	360876	0.000880413	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_OTHPIGMENTATION	Other disorders of pigmentation	-0.036928535	0.124741135	-0.000572016	0.001932216	-0.29604136	0.616400752	NA	none	isBadPower;	1.002753139	0.007650609	0.359858864	0.359476341	1.005128415	1.000578389	4.760013077	13.22744431	361194	2096.95	binary	TRUE	525	360669	0.001453513	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_PIGMENTNAS	Other and unspecified disorders of pigmentation	-0.370841165	0.33029758	-0.002303864	0.002051985	-1.122748659	0.869227872	NA	none	isBadPower;	1.013241371	0.008311188	1.593198328	0.055557853	1.002692101	1.001151323	11.50100394	7.218814967	361194	707.65	binary	TRUE	177	361017	0.000490041	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_PSORI_ARTHRO	Arthropathic psoriasis	0.009155726	0.262921245	7.37E-05	0.002115441	0.034823076	0.48611041	NA	none	isBadPower;	0.999662023	0.008439938	-0.040045014	0.515971381	1.007805821	1.000862109	-0.392035496	9.789870321	361194	959.36	binary	TRUE	240	360954	0.000664463	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_PSORI_NAS	Other and unspecified psoriasis	-0.319176784	0.301137968	-0.002256152	0.002128642	-1.059902167	0.855405445	NA	none	isBadPower;	1.008484138	0.008268001	1.02614131	0.15241249	1.006645175	1.005514967	1.538384207	1.499193329	361194	823.53	binary	TRUE	206	360988	0.000570331	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_PSORIASIS	Psoriasis	0.158185209	0.164336775	0.002302483	0.002392023	0.962567321	0.167882352	NA	none	isBadPower;	1.003133054	0.009966598	0.31435536	0.376625578	1.019479006	1.01916382	0.163487939	0.520073648	361194	1945.37	binary	TRUE	487	360707	0.001348306	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_PYOGENGRANUL	Pyogenic granuloma	-0.104074767	0.251856822	-0.000893072	0.0021612	-0.413229891	0.660280905	NA	none	isBadPower;	1.009047863	0.007919476	1.142482563	0.126626745	1.003909889	1.001767653	5.118573719	4.480220431	361194	1035.26	binary	TRUE	259	360935	0.000717066	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_ROSACEA	Rosacea	1.343174894	0.706152994	0.005594134	0.002941027	1.90210182	0.028578922	NA	none	isBadPower;	0.992736745	0.011112233	-0.653626993	0.743323925	1.025986478	1.014659781	-0.495454558	0.758008104	361194	443.86	binary	TRUE	111	361083	0.000307314	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin	-0.009554494	0.059559888	-0.000342363	0.00213419	-0.160418271	0.563724201	NA	low	isLowNeff;	0.997483363	0.00936161	-0.268825224	0.605967909	0.997887585	0.998069627	NA	NA	361194	5879.87	binary	TRUE	1476	359718	0.004086447	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	0.044954073	0.029758623	0.003352099	0.002219017	1.510623428	0.065442211	NA	low	isLowNeff;	0.990430648	0.008889064	-1.076530821	0.859155038	1.01394751	1.008762824	-1.092039779	1.014406422	361194	15044	binary	TRUE	3801	357393	0.010523431	finngen	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_URTICA_NAS	Other and unspecified urticaria	-0.492001369	0.47257694	-0.001969321	0.001891571	-1.04110321	0.851086175	NA	none	isBadPower;	1.008034888	0.007602049	1.056937105	0.145270146	1.017773104	1.002936531	2.736183643	2.588785681	361194	423.88	binary	TRUE	106	361088	0.000293471	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L12_URTICARIA	Urticaria	-0.609373266	0.339613466	-0.003305425	0.001842166	-1.794314203	0.963618484	NA	none	isBadPower;	1.013044497	0.007741373	1.68503657	0.045990758	1.015530671	1.002693365	4.843197523	2.874238821	361194	603.75	binary	TRUE	151	361043	0.000418058	finngen	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L27	Diagnoses - main ICD10: L27 Dermatitis due to substances taken internally	0.193830241	0.540635989	0.00085711	0.002390671	0.358522637	0.359976115	NA	none	isBadPower;	0.990841791	0.0095521	-0.958763906	0.831161152	1.005633875	1.00345962	-2.647171773	2.761025687	361194	475.84	binary	TRUE	119	361075	0.000329463	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L28	Diagnoses - main ICD10: L28 Lichen simplex chronicus and prurigo	-0.352432626	0.435794872	-0.001592167	0.001968768	-0.808712191	0.790659643	NA	none	isBadPower;	1.005028961	0.008214434	0.612210289	0.270199318	1.001356356	0.999236355	NA	NA	361194	487.84	binary	TRUE	122	361072	0.000337769	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L29	Diagnoses - main ICD10: L29 Pruritus	-0.220117965	0.242734787	-0.001845636	0.002035273	-0.906824965	0.817750317	NA	none	isBadPower;	1.000904795	0.007763042	0.116551575	0.453607707	0.991971999	0.990726182	NA	NA	361194	1007.3	binary	TRUE	252	360942	0.000697686	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L30	Diagnoses - main ICD10: L30 Other dermatitis	-0.323604461	0.202733778	-0.003439445	0.002154765	-1.596203965	0.944778369	NA	none	isBadPower;	1.010494378	0.008315033	1.262096915	0.103456958	1.003820757	1.000359765	29.17010015	23.11240905	361194	1334.76	binary	TRUE	334	360860	0.000924711	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L40	Diagnoses - main ICD10: L40 Psoriasis	0.161774652	0.168065805	0.002302483	0.002392023	0.962567321	0.167882352	NA	none	isBadPower;	1.003133054	0.009966598	0.31435536	0.376625578	1.019479006	1.01916382	0.163487939	0.520073648	361194	1893.51	binary	TRUE	474	360720	0.001312314	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L43	Diagnoses - main ICD10: L43 Lichen planus	0.009060076	0.184296459	0.000105859	0.002153339	0.049160339	0.480395759	NA	none	isBadPower;	1.005912131	0.009023952	0.65515977	0.256182446	1.009056496	1.009624846	0.614257179	0.937568525	361194	1494.45	binary	TRUE	374	360820	0.001035455	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L50	Diagnoses - main ICD10: L50 Urticaria	-0.638444156	0.355815138	-0.003305425	0.001842166	-1.794314203	0.963618484	NA	none	isBadPower;	1.013044497	0.007741373	1.68503657	0.045990758	1.015530671	1.002693365	4.843197523	2.874238821	361194	571.77	binary	TRUE	143	361051	0.000395909	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L53	Diagnoses - main ICD10: L53 Other erythematous conditions	-0.602017717	0.455200835	-0.002507319	0.001895847	-1.3225321	0.907004486	NA	none	isBadPower;	1.006513418	0.008530501	0.763544542	0.222569355	1.000051155	0.996885305	NA	NA	361194	443.86	binary	TRUE	111	361083	0.000307314	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L57	Diagnoses - main ICD10: L57 Skin changes due to chronic exposure to nonionising radiation	0.156067371	0.060728512	0.005504842	0.002142029	2.56991921	0.005086112	NA	low	isLowNeff;	0.989256739	0.008679874	-1.23772083	0.892090204	1.018281732	1.022933172	-0.468459464	0.378485562	361194	5764.81	binary	TRUE	1447	359747	0.004006157	icd10	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L60	Diagnoses - main ICD10: L60 Nail disorders	0.094843278	0.083201396	0.002255728	0.001978841	1.139924119	0.127158958	NA	none	isBadPower;	0.993676495	0.008063427	-0.784220501	0.783544631	1.007627217	1.008614821	-0.734026294	0.935994778	361194	3535.31	binary	TRUE	886	360308	0.002452975	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L71	Diagnoses - main ICD10: L71 Rosacea	1.364380639	0.717301579	0.005594134	0.002941027	1.90210182	0.028578922	NA	none	isBadPower;	0.992736745	0.011112233	-0.653626993	0.743323925	1.025986478	1.014659781	-0.495454558	0.758008104	361194	435.87	binary	TRUE	109	361085	0.000301777	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L72	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue	0.009418822	0.019120453	0.001060723	0.002153296	0.492604549	0.311146016	nonsig	medium	isMidNeff;	1.015398073	0.012183729	1.263822711	0.103146834	1.034112238	1.042751915	0.360172719	0.284986743	361194	26087.15	binary	TRUE	6644	354550	0.018394547	icd10	both_sexes	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
L73	Diagnoses - main ICD10: L73 Other follicular disorders	-0.16220212	0.267595748	-0.001332605	0.002198489	-0.606146102	0.72779113	NA	none	isBadPower;	1.004339566	0.008746911	0.496125597	0.3099029	0.999695339	1.003239225	1.339692789	2.700309753	361194	983.33	binary	TRUE	246	360948	0.000681074	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L81	Diagnoses - main ICD10: L81 Other disorders of pigmentation	-0.03776356	0.127561769	-0.000572016	0.001932216	-0.29604136	0.616400752	NA	none	isBadPower;	1.002753139	0.007650609	0.359858864	0.359476341	1.005128415	1.000578389	4.760013077	13.22744431	361194	2041.11	binary	TRUE	511	360683	0.001414752	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L82	Diagnoses - main ICD10: L82 Seborrhoeic keratosis	0.077393486	0.04613234	0.003566312	0.00212579	1.677640602	0.046708641	NA	low	isLowNeff;	0.999455532	0.008118685	-0.067063538	0.526734439	1.012723648	1.013652454	-0.039880574	0.594668504	361194	8078.32	binary	TRUE	2031	359163	0.005623017	icd10	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L85	Diagnoses - main ICD10: L85 Other epidermal thickening	-0.018218464	0.166543104	-0.000232634	0.002126611	-0.109391887	0.543554166	NA	none	isBadPower;	1.00135362	0.00797685	0.169693494	0.432625595	1.009741718	1.006692566	0.20225719	1.191897136	361194	1662.08	binary	TRUE	416	360778	0.001151736	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L90	Diagnoses - main ICD10: L90 Atrophic disorders of skin	-0.002828488	0.051923726	-0.000112449	0.002064272	-0.0544739	0.521721199	NA	low	isLowNeff;	0.999195398	0.00849931	-0.094666728	0.537710227	1.006347681	1.002591309	-0.310500103	3.279928557	361194	6700.63	binary	TRUE	1683	359511	0.004659546	icd10	both_sexes	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L91	Diagnoses - main ICD10: L91 Hypertrophic disorders of skin	-0.13202549	0.109105108	-0.002330103	0.001925584	-1.210076161	0.886875165	NA	none	isBadPower;	1.012963698	0.008718971	1.486837955	0.068528807	1.012037415	1.011637159	1.113991593	0.749235375	361194	2455.81	binary	TRUE	615	360579	0.001702686	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L92	Diagnoses - main ICD10: L92 Granulomatous disorders of skin and subcutaneous tissue	-0.05367134	0.18694302	-0.00057617	0.002006861	-0.287099993	0.612982121	NA	none	isBadPower;	1.009274568	0.008429722	1.10022227	0.135617645	1.010218532	1.003626428	2.557493918	2.324524769	361194	1350.73	binary	TRUE	338	360856	0.000935785	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
L97	"Diagnoses - main ICD10: L97 Ulcer of lower limb, not elsewhere classified"	-0.522754844	0.236278195	-0.004529618	0.002047327	-2.212454872	0.986532374	NA	none	isBadPower;	1.017144127	0.008737326	1.962170972	0.024871291	1.001029976	1.00016356	104.8188006	53.41981003	361194	1047.24	binary	TRUE	262	360932	0.000725372	icd10	both_sexes	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
